ZIP_CODE,MEDIAN_HOUSEHOLD_INCOME,MEAN_HOUSEHOLD_INCOME,
40503,57392,68977,
40504,35719,43331,
40505,34258,46651,
40506,20768,22503,
40507,18711,39534,
40508,21482,31689,
40509,73222,87610,
40510,87847,90408,
40511,57592,65141,
40513,95529,122836,
40514,76745,86618,
40515,72048,88757,
40516,73988,104733,
40517,38965,47131,
40601,49853,62466,
40604,36714,45135,
40701,31641,42233,
40729,29529,56465,
40734,28342,36757,
40737,44477,48312,
40740,35908,44298,
40741,35759,49525,
40743,44810,48538,
40744,40532,54000,
40759,23558,38692,
40763,22026,29405,
40769,23574,36892,
40771,26662,38592,
40801,20645,28639,
40806,30112,40651,
40808,21420,34450,
40810,22115,36110,
40813,28596,39752,
40815,26153,37929,
40816,19605,30113,
40818,25996,37372,
40819,34886,38220,
40820,25996,37372,
40823,24935,33722,
40824,32267,38275,
40826,34403,34310,
40827,19605,30113,
40828,20927,28462,
40829,28702,46967,
40830,28702,46967,
40831,28105,45866,
40840,19860,30722,
40843,23229,27016,
40844,19605,30113,
40845,22377,31885,
40847,20645,28639,
40849,23229,27016,
40854,29422,38334,
40856,26293,36838,
40858,19605,30113,
40862,34403,34310,
40863,25996,37372,
40865,38235,47675,
40868,26759,36001,
40870,38235,47675,
40873,33727,38244,
40874,19227,29463,
40902,25110,28616,
40903,20412,34665,
40906,21505,34953,
40913,20258,25787,
40914,27132,37284,
40915,20935,38642,
40921,17898,28190,
40923,27418,40386,
40927,23229,27016,
40935,18295,35150,
40939,24902,44684,
40940,24713,35427,
40941,20551,32193,
40943,30878,41166,
40946,30878,41166,
40949,20371,38797,
40953,30878,41166,
40958,25104,29043,
40962,21663,34581,
40964,28702,46967,
40965,23804,33548,
40972,17815,28353,
40977,28112,41782,
40979,19605,30113,
40982,14975,30697,
40983,20200,37754,
40988,24598,30323,
40995,17898,28190,
40997,14975,30697,
41001,71523,79217,
41002,32271,48007,
41003,38431,51049,
41004,38743,47912,
41005,69015,79581,
41006,53739,61529,
41007,62519,71542,
41008,36876,53914,
41010,41817,50492,
41011,40197,56877,
41014,37857,42843,
41015,50096,60497,
41016,39644,53953,
41017,68348,90400,
41018,55939,65196,
41030,49064,60903,
41031,39902,48643,
41033,51468,58773,
41034,45558,54077,
41035,43488,57831,
41039,36044,45379,
41040,37582,46161,
41041,29946,43215,
41042,59669,66549,
41043,44036,53585,
41044,40532,49202,
41045,44080,51373,
41046,39312,46651,
41048,93170,107160,
41049,32170,46895,
41051,68380,72754,
41052,42304,58662,
41055,52966,74877,
41056,38254,53217,
41059,62520,76879,
41062,45558,54077,
41063,50256,60293,
41064,27416,37936,
41071,40083,54135,
41073,45130,52708,
41074,40538,48359,
41075,64800,86424,
41076,51837,62953,
41080,64161,80106,
41083,43640,50556,
41085,54318,71072,
41086,42370,49090,
41091,84179,97952,
41092,57304,71660,
41093,29937,41970,
41094,66780,79936,
41095,42075,48133,
41097,39803,50769,
41098,47214,54231,
41099,43151,60769,
41101,36312,54605,
41102,45025,57392,
41121,44872,52014,
41124,26476,36491,
41129,43656,53441,
41132,31707,42448,
41135,33324,38763,
41139,41418,51287,
41141,29689,38225,
41142,27791,37280,
41143,35986,48756,
41144,42863,50656,
41146,32283,43389,
41149,17375,36263,
41159,26691,36771,
41164,26469,36904,
41166,28420,37820,
41168,46566,59089,
41169,50638,69281,
41171,3494,7292,
41174,28711,37899,
41175,33876,41116,
41179,24245,38463,
41180,26327,36099,
41183,38460,55395,
41189,30625,46390,
41201,23509,33676,
41203,25000,34942,
41204,27822,36703,
41214,25778,41342,
41216,35228,44703,
41219,38281,47327,
41222,35277,49616,
41224,25673,40475,
41226,38327,47359,
41230,29956,42412,
41231,24272,34401,
41232,23122,34580,
41234,31167,40461,
41238,38155,48193,
41240,29569,49404,
41250,20683,32472,
41254,22515,36157,
41255,23227,38949,
41256,32197,53329,
41257,22335,36416,
41260,26466,35179,
41262,25778,41342,
41263,25042,35606,
41264,23509,33676,
41265,35959,45846,
41267,25000,34942,
41268,35419,46877,
41271,26466,35179,
41274,25367,45031,
41301,20934,29330,
41311,25476,33780,
41314,19678,33496,
41317,17500,27339,
41332,25046,40920,
41339,21636,35932,
41348,17236,25840,
41352,30104,43565,
41360,21486,31257,
41365,20149,30066,
41366,18714,29055,
41367,40262,44241,
41385,16894,38508,
41390,16127,19530,
41397,25225,36027,
41408,30104,43565,
41421,24500,42507,
41425,29980,95656,
41464,17878,33004,
41465,22990,36915,
41472,28100,47167,
41501,34821,52235,
41503,36071,55234,
41512,33017,50540,
41513,27306,36502,
41514,34253,48681,
41517,25900,40414,
41519,33088,39960,
41522,32424,39831,
41524,36618,44736,
41526,33588,48401,
41527,36071,55234,
41528,22061,30463,
41531,31411,43381,
41534,37896,39546,
41535,32192,45280,
41537,27373,39648,
41538,28549,37876,
41539,38810,47372,
41540,36618,44736,
41543,31411,43381,
41544,26031,36432,
41547,21861,30162,
41548,36618,44736,
41553,21861,30162,
41554,36025,44026,
41555,31411,43381,
41557,38545,47055,
41558,26213,36706,
41559,28342,36874,
41560,30982,39814,
41562,30784,37752,
41563,32515,49117,
41564,33382,40424,
41566,36618,44736,
41567,31411,43381,
41568,21861,30162,
41571,41403,53078,
41572,31736,40542,
41601,30166,40570,
41602,32986,41997,
41603,31416,41073,
41604,21039,31499,
41605,38388,49057,
41606,21982,33863,
41607,31254,39685,
41612,21789,33689,
41615,36934,47420,
41616,26187,34870,
41619,25433,36975,
41621,33047,41877,
41622,29498,40894,
41630,25115,40408,
41631,19506,27799,
41632,17878,33004,
41635,26383,35541,
41636,24850,36451,
41640,25807,41046,
41642,38388,49057,
41643,25162,38187,
41645,29765,40809,
41647,25299,36856,
41649,29214,39978,
41650,21789,33689,
41653,31271,40760,
41655,27143,37484,
41659,38388,49057,
41660,19506,27799,
41663,38388,49057,
41666,25080,42155,
41667,21789,33689,
41669,21789,33689,
41701,30699,46941,
41712,40262,44241,
41713,26534,51166,
41714,30140,38811,
41719,33799,57480,
41721,42896,75185,
41722,30861,41357,
41723,28566,51150,
41725,29449,39375,
41727,42526,65060,
41729,26534,51166,
41731,20507,36073,
41735,19560,34624,
41739,30548,41772,
41740,29449,39375,
41745,43788,76660,
41746,22500,37642,
41749,30167,38694,
41751,37700,46931,
41754,43788,76660,
41759,28349,39508,
41760,22500,37642,
41762,30139,38784,
41763,19560,34624,
41764,31737,33701,
41766,30139,38784,
41772,33749,41896,
41773,23816,38062,
41774,39879,48498,
41775,22378,32395,
41776,31236,34849,
41777,31737,33701,
41804,23006,39899,
41810,32151,46922,
41812,43264,43038,
41815,31761,43423,
41817,38975,44976,
41819,23006,39899,
41821,23006,39899,
41822,38871,44926,
41824,34384,42948,
41825,33043,46610,
41826,23006,39899,
41828,26667,37629,
41831,38388,44636,
41832,23006,39899,
41833,23006,39899,
41834,28659,39607,
41835,32151,46922,
41836,29948,40292,
41837,35786,48501,
41838,32151,46922,
41839,25188,36979,
41840,32151,46922,
41843,28659,39607,
41844,39287,45128,
41845,23006,39899,
41847,28659,39607,
41848,23006,39899,
41849,32151,46922,
41855,34594,43979,
41858,34082,45325,
41859,26667,37629,
41861,25585,37154,
41862,26667,37629,
42001,47734,64688,
42003,39381,50211,
42020,38421,46182,
42021,34184,42676,
42022,45000,50116,
42023,29321,40447,
42024,43914,61918,
42025,43066,55316,
42027,42522,56984,
42028,29701,44141,
42029,50089,53787,
42031,31836,44971,
42032,31836,44971,
42035,38775,44594,
42036,42433,48755,
42037,27199,54988,
42038,42920,49675,
42039,36258,54334,
42040,46133,58224,
42041,31962,39691,
42044,41683,52769,
42045,41858,53300,
42047,29701,44141,
42048,41205,50978,
42049,43384,56059,
42050,34539,43989,
42051,38046,56369,
42053,47556,57699,
42054,41101,47654,
42055,40633,46955,
42056,44937,50378,
42058,41858,53300,
42060,38058,58812,
42061,38250,58688,
42064,33966,45347,
42066,33685,46836,
42069,41750,63294,
42071,35851,50217,
42076,41347,47828,
42078,29385,45511,
42079,50583,64933,
42081,38939,51101,
42082,39151,50946,
42083,41858,53300,
42084,35980,44461,
42085,33583,42748,
42086,50226,64436,
42087,38836,58683,
42088,34534,43286,
42101,34545,41550,
42102,47942,52471,
42103,64250,84915,
42104,56208,65600,
42120,31344,39306,
42122,67961,98068,
42123,44239,60833,
42124,36228,40372,
42127,35203,50199,
42129,33156,39704,
42130,42289,50131,
42133,35115,47369,
42134,41690,51389,
42140,30329,41283,
42141,36904,48728,
42151,26382,33424,
42153,30741,37907,
42154,38740,47854,
42156,44239,60833,
42157,40024,45711,
42159,45644,57142,
42160,38883,47715,
42163,34472,41780,
42164,35369,42104,
42166,37747,42754,
42167,28914,35725,
42170,56228,63298,
42171,42254,51824,
42202,34091,47448,
42204,42123,51189,
42206,40842,46831,
42207,39110,52321,
42210,36837,47124,
42211,42546,54029,
42214,38281,47927,
42215,45021,62824,
42217,36092,47085,
42220,33309,43677,
42223,70724,76471,
42232,50450,62305,
42234,43337,51541,
42236,46351,57172,
42240,38141,48524,
42254,48125,59914,
42256,38732,48211,
42259,28927,39020,
42261,23204,28371,
42262,35676,42983,
42265,35175,50408,
42266,48374,68276,
42273,29318,43144,
42274,48697,53698,
42275,28068,37226,
42276,35113,47251,
42280,28329,42935,
42285,39190,52443,
42286,40832,49763,
42301,40834,50498,
42303,45578,56617,
42320,37674,46726,
42321,30000,37830,
42322,45786,57901,
42323,30000,37830,
42324,39895,44705,
42325,37448,51437,
42326,30000,37830,
42327,42741,55573,
42328,33527,43860,
42330,36546,46156,
42332,32710,39875,
42333,34565,43838,
42337,31745,39054,
42338,32125,48018,
42339,42524,46946,
42343,36583,49408,
42344,35094,48517,
42345,39030,49202,
42347,36209,47867,
42348,45451,51299,
42349,34908,38856,
42350,39650,48021,
42351,48598,52657,
42352,33251,48120,
42354,40042,44098,
42355,50903,53622,
42356,53975,60203,
42361,35585,43809,
42366,55784,65764,
42367,35094,48517,
42368,39713,48787,
42369,38628,44036,
42370,35000,37556,
42371,42821,53127,
42372,39070,48920,
42374,36813,45939,
42376,53362,61836,
42378,44776,57333,
42404,41722,54309,
42406,46831,58981,
42408,33830,45158,
42409,42379,50579,
42410,26858,36466,
42411,35739,51169,
42413,54773,67307,
42420,43148,52705,
42431,39541,50441,
42436,58772,76653,
42437,41667,50698,
42440,26858,36466,
42441,54488,71867,
42442,36504,51006,
42445,34306,46144,
42450,30359,45001,
42451,62771,72411,
42452,58203,64096,
42453,35496,49600,
42455,40817,48946,
42456,44901,53163,
42458,67611,76176,
42459,37434,47392,
42461,35001,44032,
42462,44280,53935,
42463,43618,56057,
42464,37521,52147,
42501,28031,41066,
42503,41642,55601,
42516,28544,38647,
42518,24892,53408,
42519,23837,35142,
42528,28358,39854,
42533,22179,38471,
42539,26148,35648,
42541,28424,38197,
42544,31336,45001,
42553,35647,45978,
42565,30341,45379,
42566,28424,38197,
42567,31408,38414,
42602,53878,78652,
42603,24833,36161,
42629,32850,44866,
42631,26352,34690,
42633,26136,36992,
42634,19097,26880,
42635,20428,30267,
42638,26352,34690,
42642,29381,39290,
42647,24472,32496,
42649,20711,30478,
42653,24761,33032,
42701,47600,60879,
42712,39883,48777,
42713,29279,46781,
42715,26023,31155,
42716,37854,46775,
42717,28234,35818,
42718,34595,44587,
42721,29373,40393,
42722,36594,44178,
42724,49201,63346,
42726,33806,44784,
42728,29214,38801,
42729,29483,38890,
42731,25307,33765,
42732,49245,63430,
42733,31919,38319,
42740,49471,64091,
42741,50953,53196,
42743,36910,53217,
42746,36433,44665,
42748,38471,47557,
42749,29274,40920,
42753,35905,44366,
42754,34244,43353,
42757,39070,51028,
42758,40605,42005,
42762,31007,41579,
42764,35848,44942,
42765,30572,41002,
42776,46804,60170,
42782,34189,43450,
42784,41145,55129,
42788,49482,64123,
43001,65644,81812,
43002,76896,91265,
43003,51870,56507,
43004,75938,88786,
43005,49364,53661,
43006,42533,51630,
43008,31268,40784,
43009,60575,79723,
43010,63454,68982,
43011,65899,70255,
43013,72895,79219,
43014,42995,52626,
43015,62756,73549,
43016,81185,96590,
43017,102281,120744,
43019,49778,56799,
43021,98630,125709,
43022,46722,57949,
43023,76153,94033,
43025,61131,76978,
43026,72081,81326,
43028,54860,64887,
43029,23123,26444,
43030,63778,67850,
43031,67154,76809,
43032,76334,82677,
43033,70145,73838,
43035,96891,111276,
43036,59199,65143,
43037,49364,53661,
43040,61362,72496,
43044,50400,56316,
43045,76786,87885,
43046,18126,20623,
43050,41344,51130,
43054,115165,166835,
43055,42049,53140,
43056,52053,61287,
43060,55930,68026,
43061,76464,88232,
43062,65434,76474,
43064,60316,72976,
43065,106119,139900,
43066,72135,84246,
43067,71341,80991,
43068,52737,62411,
43070,49828,56075,
43071,46856,58932,
43072,50787,60391,
43074,77271,83126,
43076,48421,55082,
43077,77000,88057,
43078,46687,59432,
43080,52572,61391,
43081,65579,78069,
43082,109381,134017,
43084,54213,63622,
43085,78702,98116,
43101,53470,71852,
43102,55561,60976,
43103,56700,63104,
43105,62318,73345,
43106,54705,58951,
43107,51755,58490,
43109,44334,53142,
43110,65475,73333,
43111,38420,44788,
43112,75377,88723,
43113,44359,53385,
43115,52273,59034,
43116,64309,75386,
43119,57456,64729,
43123,58749,67391,
43125,59368,64414,
43126,61002,70675,
43127,37700,44687,
43128,40086,53505,
43130,46439,57422,
43135,45700,55726,
43136,67330,74707,
43137,52369,58259,
43138,37826,45471,
43140,62633,69587,
43142,38596,52950,
43143,46862,68954,
43144,38420,44788,
43145,50867,62068,
43146,30598,35620,
43147,84534,91854,
43148,57458,65838,
43149,47703,53530,
43150,51421,56723,
43151,48500,59553,
43152,42194,50311,
43153,47663,58790,
43154,58790,63332,
43155,50556,56753,
43156,48666,60096,
43157,58553,64042,
43158,42478,49928,
43160,38483,49188,
43162,52680,74228,
43164,54029,65949,
43201,23203,31176,
43202,38960,48450,
43203,21608,32466,
43204,38570,46048,
43205,23001,35543,
43206,40200,52154,
43207,38326,45001,
43209,66187,85559,
43210,9147,12872,
43211,23317,29266,
43212,60294,74848,
43213,36734,46757,
43214,60865,71410,
43215,37978,57355,
43217,37966,47156,
43219,32372,41573,
43220,72936,98792,
43221,83075,107601,
43222,24904,37700,
43223,35936,41670,
43224,32539,39035,
43227,36838,42046,
43228,42022,48122,
43229,41689,49353,
43230,68775,81377,
43231,42791,49031,
43232,42159,49035,
43235,71006,89201,
43240,76655,91574,
43302,35208,44315,
43310,51606,61311,
43311,42800,53351,
43314,51218,61655,
43315,49121,52404,
43316,44173,52094,
43317,52725,58187,
43318,49453,59778,
43319,55294,71073,
43320,44800,49870,
43321,47553,50099,
43323,46912,55743,
43324,51838,64676,
43326,38830,45323,
43330,60350,71072,
43331,42227,50279,
43332,8447,10310,
43333,47230,57857,
43334,56152,63002,
43336,55294,71073,
43337,49127,62793,
43338,47518,53044,
43340,51499,59372,
43341,2638,3386,
43342,55700,57088,
43343,48742,58804,
43344,57909,65202,
43345,50874,59669,
43347,51108,61510,
43348,36358,47155,
43351,45859,55678,
43356,62836,64867,
43357,55428,65021,
43358,54400,63988,
43359,60350,71072,
43360,55294,71073,
43402,45139,56122,
43403,12727,19537,
43406,56800,58702,
43407,53591,63093,
43408,75819,77393,
43410,50580,55207,
43412,71222,73113,
43413,50455,56841,
43416,63747,68660,
43420,46404,53017,
43430,58108,68155,
43431,46901,56701,
43432,64296,68900,
43433,41260,53413,
43434,59050,71258,
43435,52798,61479,
43437,48724,56958,
43438,95909,129314,
43439,41260,53413,
43440,51527,65826,
43442,60882,64600,
43443,56698,65821,
43445,66221,71206,
43446,56250,89116,
43447,61692,67633,
43449,51310,59408,
43450,66910,72800,
43451,50188,61698,
43452,47875,61037,
43456,56250,89116,
43457,53876,57143,
43458,64296,68900,
43460,65521,81757,
43462,56721,69932,
43463,56339,65572,
43464,53535,61073,
43465,39650,49179,
43466,53942,56283,
43467,44875,48333,
43468,75819,77393,
43469,55458,63269,
43501,45917,52366,
43502,51265,58634,
43504,81641,98930,
43505,50708,57226,
43506,46199,56158,
43511,51658,59685,
43512,47378,56462,
43515,50496,58676,
43516,47146,53660,
43517,51132,59780,
43518,50710,57229,
43519,58714,62610,
43521,49544,58440,
43522,63770,78074,
43523,44803,55534,
43524,46752,53302,
43525,82027,87794,
43526,41198,49282,
43527,52506,62224,
43528,62155,78436,
43529,50463,56191,
43531,45917,52366,
43532,56469,62091,
43533,54319,64641,
43534,46750,56582,
43535,44803,55534,
43536,47925,59515,
43537,59449,72158,
43540,57636,60425,
43541,53036,61544,
43542,90994,113456,
43543,40081,46208,
43545,46882,55949,
43547,64667,77601,
43548,52418,62262,
43549,48142,64603,
43551,65491,84008,
43553,49738,59156,
43554,45833,52365,
43555,61020,66891,
43556,47916,59312,
43557,55135,57952,
43558,56683,65598,
43560,73264,90636,
43565,63806,79930,
43566,73344,90327,
43567,47818,56319,
43569,53855,63183,
43570,43470,52543,
43571,72459,85975,
43604,14028,21627,
43605,25668,31969,
43606,49102,61329,
43607,26955,35190,
43608,23078,29338,
43609,32186,38924,
43610,30325,37484,
43611,44235,49999,
43612,35710,41505,
43613,45346,52315,
43614,46653,56812,
43615,42225,55180,
43616,52665,61764,
43617,90426,107540,
43619,57437,66504,
43620,22114,35844,
43623,47883,73888,
43701,37088,47579,
43711,40989,50510,
43713,39340,52793,
43716,42641,51265,
43717,36549,49070,
43718,40176,49689,
43719,35919,46283,
43720,46387,55719,
43721,63778,67850,
43722,32867,42799,
43723,33880,43523,
43724,37353,48930,
43725,35356,43936,
43727,49240,61524,
43728,28753,38832,
43730,40582,45305,
43731,34681,41423,
43732,49241,55154,
43733,33979,43594,
43734,50795,61003,
43735,47855,53536,
43736,42411,53655,
43738,56518,60319,
43739,56722,65317,
43740,53822,60561,
43746,56131,60354,
43747,42581,50618,
43748,40778,44832,
43749,43489,48505,
43750,32867,42799,
43754,36718,44266,
43755,40911,50567,
43756,21660,25555,
43758,34712,40507,
43759,40022,50761,
43760,54039,60845,
43761,40745,45515,
43762,46297,59400,
43764,40144,45831,
43766,39454,44139,
43767,45949,60039,
43768,45326,53988,
43771,38305,45899,
43772,46469,53580,
43773,42130,53197,
43777,36625,44066,
43778,41794,51976,
43779,41523,52277,
43780,34352,44446,
43782,39603,44046,
43783,49891,52241,
43786,37083,42589,
43787,25542,34931,
43788,41802,52355,
43793,34080,41400,
43802,44708,51342,
43804,46048,57723,
43805,44055,49680,
43811,40316,44340,
43812,36509,47452,
43821,47422,56460,
43822,49844,58138,
43824,53064,58672,
43830,50324,59013,
43832,34570,41151,
43836,40316,44340,
43837,40287,46292,
43840,49165,51590,
43842,48571,58716,
43843,45572,51068,
43844,42388,49132,
43845,40968,45731,
43901,43805,52761,
43902,41912,47052,
43903,37498,42051,
43905,48063,56082,
43906,33680,40886,
43907,34497,43230,
43908,37950,43675,
43910,43437,51636,
43912,29909,39387,
43913,40219,46583,
43914,42960,52641,
43915,41201,45331,
43917,38001,46530,
43920,37573,46839,
43925,44436,52267,
43926,47695,55676,
43927,37094,47200,
43928,49489,56681,
43930,31249,50078,
43931,41148,45109,
43932,29089,52367,
43933,44056,51140,
43934,25344,35290,
43935,33727,43864,
43938,39260,46928,
43939,44423,53823,
43940,39787,49483,
43942,41877,46963,
43943,45418,50760,
43944,45259,53212,
43945,38525,46849,
43946,39833,44294,
43947,41721,49367,
43948,33102,41713,
43950,49356,58980,
43951,40022,50761,
43952,31416,41511,
43953,41379,55277,
43961,45754,55491,
43962,37280,47040,
43963,37339,48018,
43964,41269,49149,
43967,43389,50838,
43968,37631,42607,
43970,37232,42806,
43971,35037,44671,
43972,51028,58156,
43973,40427,48438,
43974,42464,50077,
43976,33413,44658,
43977,37707,47643,
43983,38680,47501,
43985,37094,47200,
43986,33989,46099,
43988,37340,53766,
44001,62070,72463,
44003,40521,49128,
44004,36624,46498,
44010,63436,70862,
44011,82822,99478,
44012,85262,104049,
44017,49383,62166,
44021,56391,65139,
44022,95740,163473,
44023,82713,119145,
44024,68119,79121,
44026,73673,83259,
44028,68939,79783,
44030,40854,47316,
44032,41854,51614,
44035,44809,51855,
44039,64296,70163,
44040,127313,179675,
44041,42173,49889,
44044,61762,72753,
44045,39931,47453,
44046,60761,73645,
44047,50455,55888,
44048,49392,56756,
44049,56957,69817,
44050,66978,75183,
44052,33660,41907,
44053,43614,54074,
44054,53805,60985,
44055,28797,37179,
44056,78940,85115,
44057,52670,60205,
44060,64139,75199,
44062,47688,56881,
44064,56999,63415,
44065,64875,74034,
44067,69318,78195,
44070,59495,69076,
44072,62401,129051,
44074,54745,63869,
44076,44713,55677,
44077,54716,66125,
44080,51713,59180,
44081,67474,74438,
44082,47232,54270,
44084,63636,64146,
44085,54558,59537,
44086,51165,62031,
44087,67788,78911,
44089,54440,68871,
44090,56622,65089,
44092,46477,55903,
44093,40106,46149,
44094,59311,74845,
44095,51129,60041,
44099,47868,59738,
44101,9646,12721,
44102,25616,34079,
44103,21796,30052,
44104,16546,23898,
44105,28348,35362,
44106,28835,44435,
44107,44345,57516,
44108,24770,36633,
44109,30614,38881,
44110,24535,31068,
44111,42117,49145,
44112,27087,35539,
44113,30283,42823,
44114,22793,35828,
44115,13316,19898,
44116,65857,92631,
44117,31078,39984,
44118,58934,75099,
44119,41491,48503,
44120,40988,55157,
44121,52603,62217,
44122,78989,107502,
44123,42198,49220,
44124,67656,87142,
44125,45439,52154,
44126,54496,66821,
44127,19168,25494,
44128,35189,42609,
44129,49152,58273,
44130,47300,57955,
44131,66188,77062,
44132,43575,51907,
44133,65574,79527,
44134,49407,58540,
44135,38615,45363,
44136,77051,89710,
44137,42218,49714,
44138,65214,74240,
44139,100310,136030,
44140,81552,103713,
44141,94696,110923,
44142,53607,59437,
44143,71546,85836,
44144,44090,49080,
44145,70631,98728,
44146,43471,50938,
44147,77458,91028,
44149,85139,94942,
44201,56309,62764,
44202,79630,102539,
44203,42859,49685,
44212,64528,72754,
44214,53798,67132,
44215,64384,74093,
44216,60194,71929,
44217,52796,61987,
44221,44160,49844,
44223,55723,64651,
44224,68501,78803,
44230,53236,65867,
44231,48378,55555,
44233,79531,106413,
44234,64790,71835,
44235,55864,60361,
44236,112530,140397,
44240,41046,56392,
44241,57417,65993,
44243,13264,30358,
44250,43342,51610,
44251,70125,84983,
44253,73710,76391,
44254,46776,54189,
44255,56981,66232,
44256,71425,84722,
44260,56202,67670,
44262,69231,81730,
44264,78306,110105,
44265,61192,65791,
44266,46072,54759,
44270,48294,54162,
44272,64542,69810,
44273,64363,74998,
44274,89960,112638,
44275,57926,64065,
44276,61608,80069,
44278,59380,69513,
44280,76635,89541,
44281,63346,77260,
44285,68125,77860,
44286,87863,127940,
44287,49805,55195,
44288,41402,48502,
44301,38826,43901,
44302,26045,38349,
44303,46909,67446,
44304,20125,27712,
44305,36270,41823,
44306,26262,33967,
44307,25158,31448,
44308,13016,25180,
44310,30958,40177,
44311,16969,25396,
44312,45171,54090,
44313,50043,66538,
44314,33351,39827,
44319,53752,67913,
44320,33225,40340,
44321,76742,86675,
44333,80554,118435,
44401,52668,65756,
44402,50920,57935,
44403,39771,48430,
44404,48594,60050,
44405,35535,44572,
44406,62102,87771,
44408,43694,55199,
44410,50854,61546,
44411,50589,53322,
44412,57965,67036,
44413,43171,51057,
44417,50301,57704,
44418,48536,59724,
44420,46717,55890,
44423,37498,46500,
44425,48528,53191,
44427,42779,48626,
44428,45789,52756,
44429,49523,66247,
44430,35782,42217,
44431,43276,54840,
44432,36327,46098,
44436,48653,58177,
44437,54360,64033,
44438,34032,40920,
44439,44271,49601,
44440,50272,57869,
44441,44194,58061,
44442,49017,70500,
44443,48914,69862,
44444,43724,54989,
44445,42212,54235,
44446,35610,45884,
44449,43726,48334,
44450,48698,56942,
44451,57496,65680,
44452,51783,65659,
44454,48754,69837,
44455,41491,54705,
44460,43114,50890,
44470,58341,60218,
44471,34951,44663,
44473,45785,58254,
44481,46407,55842,
44483,37351,46610,
44484,48866,58249,
44485,29365,37334,
44490,46283,55068,
44491,47737,52922,
44493,37748,45878,
44502,22820,28021,
44503,11713,20553,
44504,29768,38547,
44505,29131,38347,
44506,14562,22719,
44507,20098,27543,
44509,29899,37951,
44510,16583,22376,
44511,38184,47356,
44512,45238,57841,
44514,57146,73288,
44515,47846,54833,
44601,38865,48842,
44606,51543,63347,
44607,50815,52571,
44608,48960,55639,
44609,45782,51935,
44610,41649,61558,
44611,47114,57373,
44612,50319,60434,
44613,48718,55445,
44614,56565,65075,
44615,40343,50022,
44618,52098,67898,
44620,48191,56273,
44621,42586,48369,
44622,43588,53446,
44624,44732,53369,
44625,39672,46927,
44626,48164,54106,
44627,50025,63121,
44628,43162,53742,
44629,42036,49011,
44632,62307,78170,
44633,47011,59336,
44634,51516,61630,
44637,42107,52657,
44638,46747,56950,
44640,41053,58534,
44641,51031,57946,
44643,48604,55389,
44644,47974,70169,
44645,53360,60648,
44646,49159,62425,
44647,48757,56607,
44651,45962,48331,
44652,59063,73408,
44653,35368,41607,
44654,41849,56858,
44656,48862,54593,
44657,41368,50295,
44659,54750,67644,
44661,47353,57575,
44662,47062,53388,
44663,41624,52185,
44666,60181,69305,
44667,45305,54251,
44669,47121,54776,
44670,46447,54115,
44671,48750,54274,
44672,38130,45912,
44675,43014,52210,
44676,46232,57031,
44677,52748,62332,
44678,48750,54274,
44680,48224,55785,
44681,45838,55275,
44682,51216,61708,
44683,33788,39967,
44685,68551,79049,
44687,42778,49842,
44688,49135,57662,
44689,46656,53500,
44690,42778,49842,
44691,45653,58951,
44693,38186,43263,
44695,36563,52238,
44697,54766,65242,
44699,38446,43796,
44702,13377,23631,
44703,28210,48887,
44704,23761,30924,
44705,35249,42917,
44706,38004,45687,
44707,30618,37733,
44708,42618,57213,
44709,40469,54802,
44710,34957,40073,
44714,39636,51427,
44718,66576,88489,
44720,60763,76644,
44721,59824,76232,
44730,45118,49585,
44802,64977,77057,
44804,56483,70897,
44805,43945,53971,
44807,44165,50704,
44809,53565,58196,
44811,49625,56781,
44813,50768,61437,
44814,61689,64440,
44815,50923,55138,
44816,61689,64440,
44817,50671,56700,
44818,45337,54318,
44820,42552,50034,
44822,51175,56400,
44824,47993,64237,
44825,48750,58845,
44826,51996,59174,
44827,45225,51623,
44828,48791,53856,
44830,42784,48400,
44833,37992,45098,
44836,52142,61079,
44837,47135,56763,
44838,50441,55210,
44839,62475,72930,
44840,45325,55010,
44841,51702,57459,
44842,42396,50781,
44843,62127,71609,
44844,55528,62841,
44846,68790,82405,
44847,56618,61888,
44849,49058,59622,
44850,40929,47472,
44851,48893,60168,
44853,56208,61680,
44854,48750,58845,
44855,61170,63530,
44856,52582,58757,
44857,48137,59687,
44859,46478,56627,
44861,51080,62302,
44864,50969,56493,
44865,44846,52680,
44866,52172,56703,
44867,49176,55277,
44870,41757,52222,
44874,45969,56215,
44875,45435,54139,
44878,49981,58848,
44880,53539,58379,
44881,52582,58757,
44882,53062,63794,
44883,42993,54822,
44887,49420,58830,
44889,53291,60348,
44890,46183,49728,
44901,40595,56266,
44902,26443,33306,
44903,42583,51629,
44904,61051,69180,
44905,42302,51253,
44906,38759,49306,
44907,35660,48267,
45001,51230,68501,
45002,55589,70730,
45003,36755,45044,
45005,49901,58142,
45011,61078,68450,
45013,49762,59269,
45014,57660,71424,
45015,36046,43934,
45030,59006,69317,
45032,74855,81018,
45033,32832,36235,
45034,63174,85238,
45036,67729,80166,
45039,74621,91219,
45040,87306,100334,
45041,51244,66043,
45042,48832,59170,
45044,48026,55665,
45050,73361,76984,
45051,62781,76637,
45052,71236,90850,
45053,127667,136603,
45054,73439,84257,
45056,31421,46513,
45062,56159,66089,
45064,61368,71552,
45065,48440,81073,
45066,87378,103623,
45067,55918,61789,
