ZIP_CODE,MEDIAN_HOUSEHOLD_INCOME,MEAN_HOUSEHOLD_INCOME,
35112,54338,62995,
35114,67122,76801,
35115,39872,56778,
35116,54040,63667,
35117,57396,69934,
35118,48315,54883,
35119,44651,56808,
35120,52662,60754,
35121,42474,54324,
35124,69507,84442,
35125,43148,51287,
35126,59357,71101,
35127,65992,70345,
35128,44254,60480,
35130,42385,53017,
35131,46468,54748,
35133,46474,57012,
35135,44629,54027,
35136,41939,49999,
35139,52217,66965,
35143,44132,54389,
35146,53608,62184,
35147,67423,85568,
35148,33119,44129,
35149,35793,42426,
35150,33340,44923,
35151,41364,55164,
35160,35734,44009,
35171,48816,57187,
35172,48135,58289,
35173,72977,85631,
35175,46775,70572,
35176,47188,56517,
35178,44264,58883,
35179,38670,50930,
35180,49283,64629,
35183,39615,58916,
35184,48124,55645,
35186,50590,63106,
35187,30714,44125,
35188,53306,61977,
35203,15842,35805,
35204,24776,33696,
35205,31884,47503,
35206,33705,40912,
35207,28030,34497,
35208,33778,40609,
35209,53792,67735,
35210,61745,82592,
35211,29892,40992,
35212,32738,38135,
35213,90936,145100,
35214,43175,48886,
35215,45548,50412,
35216,59147,80358,
35217,28832,38049,
35218,25061,36587,
35221,27213,36391,
35222,45845,76867,
35223,122719,186195,
35224,35213,42436,
35226,76119,92312,
35228,34752,43321,
35229,48672,60237,
35233,12468,22194,
35234,21854,30848,
35235,54491,62610,
35242,103735,133760,
35243,86334,115914,
35244,81117,99707,
35254,38906,46149,
35401,17806,26527,
35404,33809,46376,
35405,49978,59702,
35406,73640,116240,
35441,28279,39514,
35442,23125,36310,
35443,22043,35496,
35444,50658,60426,
35446,44224,50342,
35447,27124,37003,
35452,52921,58526,
35453,53028,61470,
35456,59804,68310,
35457,37462,57108,
35458,37462,57108,
35459,15441,19882,
35460,5863,7550,
35461,34345,38709,
35462,25773,37350,
35463,57209,64905,
35464,22486,29785,
35466,35461,46305,
35469,35102,45849,
35470,864,1253,
35473,57067,66066,
35474,46209,56199,
35475,56083,69900,
35476,35540,47457,
35477,22744,29285,
35480,51146,59101,
35481,24346,35498,
35490,56726,68368,
35501,36784,51337,
35503,39730,54592,
35504,43173,61371,
35540,34879,47245,
35541,37982,52158,
35542,32154,38908,
35543,30691,46386,
35544,34434,43605,
35545,36586,45379,
35546,34705,43421,
35548,34134,41778,
35549,32860,41286,
35550,37787,43236,
35552,39091,47413,
35553,35795,42121,
35554,33912,44115,
35555,34741,44046,
35559,39031,43089,
35563,34745,47996,
35564,28004,38861,
35565,31198,44922,
35570,35494,43067,
35571,40660,46170,
35572,36937,50460,
35574,30159,41222,
35575,32083,41796,
35576,28889,40083,
35577,32083,41796,
35578,33667,41965,
35579,37577,44935,
35580,40060,51714,
35581,35439,47097,
35582,32208,45268,
35584,37923,51624,
35585,35119,52416,
35586,34846,46536,
35587,39242,51541,
35592,35944,55460,
35593,40038,48954,
35594,36503,48735,
35601,38538,49602,
35603,54565,63215,
35610,47610,61414,
35611,37504,54413,
35613,58471,71061,
35614,41486,53153,
35615,73048,81393,
35616,34364,45542,
35618,32927,43570,
35619,46669,55733,
35620,43549,54811,
35621,45350,55898,
35622,40051,49269,
35630,30252,43603,
35633,42206,53416,
35634,48742,70640,
35640,49509,60778,
35643,37350,45274,
35645,46423,60792,
35646,35047,45713,
35647,48427,66137,
35648,44270,54339,
35649,73048,81393,
35650,40757,49332,
35651,46713,52601,
35652,44574,57377,
35653,31016,46132,
35654,37733,44476,
35660,37147,45120,
35661,47284,58393,
35670,45528,54337,
35671,47431,68026,
35672,41143,49685,
35673,46628,54892,
35674,38747,48794,
35677,37644,44392,
35739,47559,57103,
35740,40956,48138,
35741,89350,100514,
35744,35412,46563,
35745,39356,43504,
35746,36288,44653,
35747,49068,57891,
35748,52193,66312,
35749,80886,89550,
35750,50034,60089,
35751,39356,43504,
35752,36152,48418,
35754,34193,68351,
35755,30070,41694,
35756,72040,82359,
35757,84571,94742,
35758,88353,101293,
35759,64759,73564,
35760,38549,51020,
35761,52003,70081,
35763,95183,112136,
35764,36365,43546,
35765,28339,37860,
35766,39356,43504,
35768,32727,43790,
35769,45606,55637,
35771,35267,46519,
35772,37335,44526,
35773,55305,65541,
35774,39356,43504,
35775,33803,68346,
35776,36420,45413,
35801,60686,88881,
35802,71931,93372,
35803,68549,82328,
35805,24913,31714,
35806,69473,81779,
35808,53142,66199,
35810,37563,47009,
35811,58016,67417,
35816,29569,39203,
35824,64602,89492,
35896,46956,63876,
35901,37795,53541,
35903,36687,44908,
35904,32488,38306,
35905,49157,61090,
35906,49376,60247,
35907,72289,79982,
35950,36769,46106,
35951,34685,46812,
35952,34791,43216,
35953,46150,55021,
35954,34334,43580,
35956,38364,45205,
35957,33993,44969,
35958,39328,42640,
35959,37924,49628,
35960,38464,50736,
35961,32357,44950,
35962,32992,46709,
35963,30939,44660,
35966,37290,45240,
35967,37304,49321,
35968,38899,50481,
35971,34906,42269,
35972,35619,46182,
35973,31924,44355,
35974,30297,44929,
35975,35163,41056,
35976,39669,54227,
35978,34376,49546,
35979,37088,47940,
35980,36925,48210,
35981,35550,51577,
35983,43125,51707,
35984,32738,39978,
35986,35366,46081,
35987,43750,51971,
35988,34784,46036,
35989,36324,46444,
35990,31717,39190,
36003,40078,45819,
36005,33104,52603,
36006,49032,51471,
36009,34662,50768,
36010,27944,37631,
36013,76975,110052,
36016,27988,41815,
36017,30834,35244,
36020,44285,55661,
36022,60786,66071,
36024,45782,60289,
36025,52991,58702,
36026,45282,55078,
36027,27106,33951,
36028,39343,51033,
36029,37632,56941,
36030,33700,49820,
36031,22293,33599,
36032,28614,38169,
36033,27647,36186,
36034,35068,44562,
36035,38349,49324,
36036,46153,53949,
36037,31849,41804,
36038,46250,51462,
36039,37741,46933,
36040,27965,43184,
36041,38825,52489,
36042,36987,49216,
36043,36381,53715,
36046,41482,55795,
36047,32044,44969,
36048,33400,39693,
36049,35330,44499,
36051,47115,54316,
36052,69412,94656,
36053,26742,32317,
36054,54776,67499,
36064,85104,98248,
36066,62022,69548,
36067,52863,65310,
36069,49154,59188,
36071,34712,45708,
36075,41283,50788,
36078,41203,57270,
36079,33886,47767,
36080,49472,61751,
36081,26048,44830,
36082,27392,46293,
36083,27688,40492,
36088,25141,45662,
36089,26749,48532,
36091,35959,45032,
36092,44928,54814,
36093,72811,85739,
36104,21269,32968,
36105,28055,39163,
36106,59961,79508,
36107,33560,41883,
36108,26253,34479,
36109,51093,62532,
36110,32086,40110,
36111,52257,78016,
36112,81023,90369,
36113,81023,90369,
36115,66667,59076,
36116,43827,54626,
36117,66917,81904,
36201,25135,33752,
36203,47242,60702,
36205,25548,37891,
36206,44491,53624,
36207,50954,62384,
36250,42735,56800,
36251,34798,42973,
36255,37068,42741,
36256,33579,51943,
36258,35816,43875,
36260,38409,47929,
36262,34704,44916,
36263,36542,47780,
36264,35090,45515,
36265,37638,48082,
36266,36722,47309,
36267,38462,43882,
36268,44910,54267,
36269,36184,46488,
36271,45790,54032,
36272,36733,44907,
36273,39044,50189,
36274,30440,47195,
36276,34136,40736,
36277,39510,46622,
36278,36663,56582,
36279,43178,54009,
36280,37466,50088,
36301,38008,48804,
36303,42612,56976,
36305,60075,79637,
36310,34773,44780,
36311,42125,50297,
36312,39064,50541,
36313,30703,39347,
36314,37417,49710,
36316,41399,50591,
36317,36614,42590,
36318,35110,43952,
36319,27906,44533,
36320,42888,50393,
36321,38976,50621,
36322,45003,53727,
36323,32654,44580,
36330,47057,60715,
36340,32768,49369,
36343,37971,48008,
36344,36980,48324,
36345,43652,53148,
36346,35521,44448,
36350,43194,54496,
36351,41736,57589,
36352,47101,61563,
36353,42605,54808,
36360,40315,52958,
36362,46663,54419,
36370,37094,47856,
36371,46923,60562,
36373,36258,49072,
36374,49377,57614,
36375,40290,46813,
36376,38269,47720,
36401,26979,40452,
36420,37369,54546,
36421,41775,50705,
36425,1443,1898,
36426,31264,42754,
36432,27942,39092,
36435,37500,42059,
36436,36576,44663,
36439,28844,39917,
36441,30636,40370,
36442,31714,43106,
36444,21696,28536,
36445,33091,45184,
36446,40781,46508,
36451,23369,37894,
36453,30593,38728,
36454,38750,45470,
36455,30303,41532,
36456,27129,38626,
36460,33389,45588,
36467,30915,44025,
36470,41853,56070,
36471,19773,24308,
36473,38750,45470,
36474,35190,45534,
36475,34357,42721,
36476,35208,45418,
36477,26356,34270,
36480,33414,45091,
36481,23374,29972,
36482,21195,37913,
36483,31406,49523,
36502,33255,44538,
36505,55801,62696,
36507,45716,57994,
36509,30435,41160,
36511,39891,55126,
36512,35295,40947,
36513,29363,39502,
36518,42215,51910,
36521,43201,56685,
36522,39701,50263,
36523,40671,49580,
36524,18113,29758,
36525,49266,55681,
36526,61059,75845,
36527,72628,88515,
36528,51085,58147,
36529,40995,55689,
36530,36732,51351,
36532,54296,71418,
36535,39141,54496,
36538,40736,50940,
36539,40995,55689,
36540,22581,43979,
36541,49731,61862,
36542,49827,67801,
36543,33917,44372,
36544,39823,46944,
36545,30880,52978,
36548,50553,53812,
36549,43047,50748,
36550,39099,54320,
36551,43260,60242,
36553,28442,39330,
36555,39891,55126,
36556,28393,39266,
36558,35039,47467,
36559,53193,78231,
36560,35295,40947,
36561,68767,93583,
36562,40537,49245,
36564,53508,80437,
36567,44946,58098,
36568,41629,46399,
36569,46826,52875,
36571,47092,55458,
36572,52837,60678,
36574,41461,58147,
36575,45403,55059,
36576,44652,57789,
36578,50159,61969,
36579,39099,54320,
36580,39164,52067,
36581,50553,53812,
36582,40579,49737,
36583,48051,53085,
36584,40995,55689,
36585,49414,53064,
36587,42985,54821,
36590,33621,37390,
36602,24838,53665,
36603,18190,28734,
36604,37701,50415,
36605,29742,38895,
36606,35952,43151,
36607,32412,42769,
36608,49568,74790,
36609,40718,51797,
36610,18713,26901,
36611,34492,41488,
36612,18578,28532,
36613,40155,49715,
36615,29583,38654,
36616,19121,21714,
36617,23747,34883,
36618,43581,50251,
36619,48566,59319,
36693,55483,75205,
36695,64273,78193,
36701,33488,47769,
36703,24675,34436,
36720,23419,24688,
36722,28641,39690,
36723,23419,24688,
36726,20162,32692,
36727,23333,32729,
36728,27789,32923,
36732,35480,51171,
36736,25833,37686,
36738,30287,39625,
36740,21920,36384,
36742,24930,38186,
36744,29545,37858,
36748,31156,40378,
36749,44595,49242,
36750,39060,51829,
36751,25933,34901,
36752,32475,48420,
36753,9705,10885,
36754,29430,39264,
36756,27994,38582,
36758,41844,50153,
36759,22283,32367,
36761,19583,28908,
36763,30294,39337,
36765,23421,35255,
36766,37500,42059,
36767,17377,27800,
36768,32954,38330,
36769,28374,39242,
36773,21233,27403,
36775,23610,31108,
36776,24333,48012,
36782,38694,43935,
36783,32641,40958,
36784,31520,47714,
36785,30847,45958,
36786,20190,30461,
36790,38007,50704,
36792,41710,55631,
36793,40989,50504,
36801,37923,49715,
36804,41755,53125,
36830,48545,65026,
36832,30942,44865,
36849,17181,36206,
36850,28183,42302,
36852,42257,49847,
36853,41122,57028,
36854,34406,42261,
36856,40479,50470,
36858,26199,36934,
36859,31293,45129,
36860,24868,34890,
36861,42230,65280,
36862,30884,36016,
36863,29225,38425,
36865,51228,68852,
36866,30662,46383,
36867,39875,47650,
36869,32620,40795,
36870,52936,59164,
36871,31160,44915,
36874,48693,60312,
36875,35591,46956,
36877,54483,63915,
36879,47244,62370,
36901,21882,31709,
36904,33889,46073,
36907,27811,38763,
36908,38029,45975,
36910,17768,32725,
36912,18239,33129,
36913,38508,45964,
36915,38508,45964,
36916,17768,32725,
36919,39081,43742,
36921,36215,46018,
36922,19684,33454,
36925,21448,31010,
37010,74603,85494,
37012,33407,44978,
37013,51532,57955,
37014,66493,86441,
37015,45250,54890,
37016,43749,49779,
37018,40724,47709,
37019,39809,54639,
37020,28648,31726,
37022,50914,60986,
37023,43443,50009,
37025,45096,52985,
37026,37605,43958,
37027,124953,157725,
37028,43443,50009,
37029,58813,67687,
37030,40807,55224,
37031,54278,64241,
37032,57991,67728,
37033,39167,47751,
37034,56560,61299,
37035,60944,67926,
37036,46802,52483,
37037,58687,64152,
37040,44360,51505,
37042,47086,52880,
37043,60196,73060,
37046,65137,88031,
37047,37520,53497,
37048,53199,61097,
37049,28490,33337,
37050,38947,50615,
37051,48819,58307,
37052,51481,62739,
37055,40204,52493,
37057,40591,48771,
37058,38899,49660,
37059,30475,43404,
37060,57803,63170,
37061,34319,44707,
37062,56455,68774,
37064,77323,93768,
37066,50020,61810,
37067,90865,108947,
37069,119377,148396,
37072,56886,64034,
37073,54234,62922,
37074,40319,52149,
37075,69039,82431,
37076,55963,67758,
37078,36271,52895,
37079,45893,51751,
37080,58236,68154,
37082,64061,73327,
37083,32484,40512,
37085,57010,64933,
37086,57037,62963,
37087,52153,63201,
37090,60091,66537,
37091,37077,49375,
37095,33677,43534,
37096,31545,39331,
37097,32108,42564,
37098,43607,49939,
37101,41965,48524,
37110,33762,44628,
37115,37040,43453,
37118,53440,61855,
37122,71876,83142,
37127,58624,76125,
37128,63998,69543,
37129,63590,73769,
37130,40703,53472,
37132,7125,21863,
37134,48403,60228,
37135,91623,103310,
37137,43606,54478,
37138,61487,76131,
37140,48984,62994,
37142,51481,62739,
37143,57095,67100,
37144,44246,59399,
37145,41255,49661,
37146,69269,75095,
37148,48121,54849,
37149,42070,49381,
37150,34569,44423,
37151,42840,50962,
37153,66388,70581,
37160,33760,45048,
37165,47941,57120,
37166,35460,46417,
37167,55962,65633,
37171,51481,62739,
37172,45266,55336,
37174,67986,80507,
37175,34497,44871,
37178,33449,43316,
37179,76162,95544,
37180,46203,54642,
37181,46552,55800,
37183,42116,50304,
37184,47762,56687,
37185,37909,48580,
37186,36869,48415,
37187,44534,50961,
37188,61768,64428,
37189,49899,58096,
37190,38485,44786,
37191,56203,59084,
37201,40794,63173,
37203,27644,41867,
37204,58789,92763,
37205,83121,145628,
37206,35197,46948,
37207,30472,39930,
37208,21584,35108,
37209,38342,50009,
37210,26794,33300,
37211,44817,53732,
37212,45696,74779,
37213,10577,18933,
37214,47949,57357,
37215,96423,145325,
37216,43853,52783,
37217,41377,49891,
37218,39207,46452,
37219,41457,63586,
37220,107330,152425,
37221,74128,88895,
37228,24026,38210,
37240,30781,44897,
37301,22779,31802,
37302,58488,76334,
37303,36961,47032,
37305,22474,31671,
37306,37161,47209,
37307,35956,44632,
37308,40802,56137,
37309,44613,54463,
37310,48857,59581,
37311,31308,45133,
37312,48834,65450,
37313,26083,36485,
37315,70196,88981,
37317,31115,46212,
37318,34063,44310,
37321,35442,43833,
37322,36704,48495,
37323,39067,51405,
37324,37009,46838,
37325,40590,45598,
37326,31115,46212,
37327,33116,45073,
37328,36201,48624,
37329,34612,44691,
37330,49308,56878,
37331,37827,47860,
37332,37823,44871,
37333,26202,34335,
37334,41323,55273,
37335,36272,48990,
37336,43179,54399,
37337,35345,43763,
37338,34333,42049,
37339,24788,32989,
37340,48616,62536,
37341,56633,73268,
37342,37374,44265,
37343,59241,74930,
37345,35511,45094,
37347,41791,54852,
37348,37173,50055,
37350,113819,172658,
37351,49343,59068,
37352,13215,21399,
37353,46500,59352,
37354,37721,46919,
37355,37102,45851,
37356,32918,43794,
37357,34890,45838,
37359,29235,36925,
37360,47551,61021,
37361,34560,45914,
37362,36235,46152,
37363,66971,80968,
37365,24839,33073,
37366,34573,36855,
37367,29076,37507,
37369,37923,44917,
37370,44692,55277,
37373,42121,62112,
37374,37453,50198,
37375,53986,62173,
37376,55768,63251,
37377,74455,112507,
37379,52788,66651,
37380,36098,48360,
37381,35779,45538,
37385,31211,41318,
37387,27069,39145,
37388,39231,51100,
37391,28007,38697,
37394,45404,60368,
37396,48616,62536,
37397,36395,46599,
37398,36396,50800,
37402,14060,21351,
37403,22731,43273,
37404,24380,32425,
37405,45491,64529,
37406,24213,30626,
37407,23313,37527,
37408,17976,32910,
37409,41820,54778,
37410,15245,24018,
37411,38987,48564,
37412,39900,47491,
37415,43573,59255,
37416,46061,56838,
37419,53230,78851,
37421,61621,75806,
37601,35839,48824,
37604,36981,50439,
37615,50414,68851,
37616,37550,44642,
37617,44938,58868,
37618,39290,48838,
37620,37527,50817,
37640,27684,36682,
37641,40059,44750,
37642,37349,47372,
37643,30146,38235,
37645,45509,56066,
37650,32471,44955,
37656,46725,58249,
37657,26543,32917,
37658,25790,33652,
37659,48101,65097,
37660,37552,49316,
37663,55949,70211,
37664,47522,59994,
37665,28218,37748,
37680,30164,38528,
37681,43141,48991,
37682,43555,60302,
37683,28631,37339,
37686,45649,65752,
37687,30671,44634,
37688,31000,48199,
37690,44160,50853,
37691,30164,38528,
37692,44806,59165,
37694,31425,44841,
37701,43291,50349,
37705,45273,56660,
37708,29680,39717,
37709,35346,45437,
37710,30662,41975,
37711,32756,44923,
37713,35980,44725,
37714,35728,50895,
37715,21701,28255,
37716,45423,54224,
37719,42942,51963,
37721,48137,56521,
37722,30364,38370,
37723,36296,44999,
37724,36478,51425,
37725,43196,54916,
37726,31174,44009,
37727,32037,40259,
37729,30865,37056,
37730,19770,26401,
37731,35417,44948,
37732,24933,39118,
37733,32621,48238,
37737,51699,62136,
37738,42685,49548,
37742,49582,63530,
37743,37093,45436,
37745,36005,47969,
37748,37748,47686,
37752,36174,43155,
37753,27204,33218,
37754,47930,57094,
37755,31766,42658,
37756,30519,39298,
37757,36342,45628,
37760,34353,45527,
37762,26516,38133,
37763,46621,59582,
37764,49463,65502,
37765,26086,36516,
37766,27379,35309,
37769,30269,40974,
37770,28883,39396,
37771,38242,49972,
37772,64934,88168,
37774,52793,63596,
37777,46226,61449,
37779,30225,38068,
37801,43902,52387,
37803,54464,70355,
37804,45187,55650,
37806,48556,52334,
37807,30940,39350,
37809,31292,42885,
37810,32253,41729,
37811,30045,42097,
37813,36889,44581,
37814,40219,54492,
37818,36103,46276,
37819,24375,39677,
37820,37114,46852,
37821,27577,40364,
37825,32755,45397,
37826,46147,56404,
37828,47204,60284,
37829,42149,48857,
37830,52633,68681,
37840,41748,52064,
37841,27889,36161,
37843,38546,46442,
37845,42942,51963,
37846,38001,51527,
37847,28662,39989,
37848,29995,40688,
37849,54933,64460,
37851,19770,26401,
37852,25564,39867,
37853,48989,55901,
37854,35702,44157,
37857,31472,42596,
37860,42844,53248,
37861,27726,39981,
37862,36506,52380,
37863,34638,50655,
37865,48499,56847,
37866,32778,50263,
37869,23293,31178,
37870,30947,41783,
37871,44207,51623,
37872,32003,47505,
37873,39873,52053,
37874,35910,45673,
37876,41800,53434,
37877,45862,54443,
37878,39361,58178,
37879,27625,35730,
37880,36326,50990,
37881,29225,40337,
37882,38320,60767,
37885,39373,56866,
37886,40598,58005,
37887,40342,45455,
37888,30158,41643,
37890,35365,48617,
37891,39873,52020,
37892,24982,33928,
37902,24413,36152,
37909,45751,59240,
37912,38804,44223,
37914,40307,47576,
37915,11160,18409,
37916,7530,13347,
37917,29885,38187,
37918,45616,54600,
37919,53862,93905,
37920,39910,50775,
37921,39725,45838,
37922,98617,123431,
37923,59874,75981,
37924,41765,55825,
37931,61247,73399,
37932,71391,83801,
37934,92130,112648,
37938,62775,73354,
38001,32948,49451,
38002,82575,94330,
38004,73717,75938,
38006,42290,58697,
38007,39093,45832,
38008,32679,41620,
38011,52974,61808,
38012,33602,43505,
