ZIP,MEDIAN_HOUSEHOLD_INCOME,POPULATION,POPULATION_DENSITY_PER_SQ_MILE,HYDROCODONE,OXYCODONE
50554,41994,1625,18.26807415,1167.5,350.0
50556,50333,292,7.480082997999999,0.0,0.0
50557,41402,750,15.05389294,0.0,0.0
50558,49460,618,13.95506379,0.0,0.0
50559,46282,348,8.768393469,0.0,0.0
50560,51769,590,6.771801758,0.0,0.0
50561,39533,520,11.29256428,0.0,0.0
50562,40670,527,8.267315084,0.0,0.0
50563,48006,2500,25.63629279,617.5,307.5
50565,42368,468,10.64362065,0.0,0.0
50566,45062,433,12.48234311,0.0,0.0
50567,50265,226,8.721491143,0.0,0.0
50568,47181,1398,16.46468572,15.0,0.0
50569,40750,836,39.82090121,0.0,0.0
50570,46370,248,5.72616024,0.0,0.0
50571,46346,394,8.824385765,0.0,0.0
50573,42098,68,168.3168317,0.0,0.0
50574,40497,2181,19.604670600000002,1665.0,1982.5
50575,40492,969,15.35487347,0.0,0.0
50576,41509,423,11.773874800000002,0.0,0.0
50577,47988,410,9.929765076,0.0,0.0
50578,48100,646,8.703032589,0.0,0.0
50579,39754,2405,17.51052087,1290.0,1322.5
50581,40204,996,10.4865286,0.0,0.0
50582,41250,234,11.39018692,0.0,0.0
50583,39800,2855,24.23311321,1482.5,652.5
50585,42992,1176,18.48591549,0.0,0.0
50586,43627,307,8.728037755,0.0,0.0
50588,41289,12756,92.71763859,7800.0,3165.0
50590,50288,879,11.16190476,0.0,0.0
50591,48967,320,11.2021284,0.0,0.0
50593,46346,64,345.94594589999997,0.0,0.0
50594,54257,298,11.50179474,0.0,0.0
50595,41091,9165,59.46510602,6170.0,9082.5
50597,50184,1293,15.69955925,0.0,0.0
50598,58725,912,13.38479827,0.0,0.0
50599,52573,380,7.402357066,0.0,0.0
50601,47829,2464,17.34844751,725.0,390.0
50602,42668,1603,20.02798671,365.0,332.5
50603,44677,625,13.16343724,0.0,0.0
50604,48799,1850,25.98022694,0.0,0.0
50605,44294,168,11.19552179,0.0,0.0
50606,42657,885,12.43990891,0.0,0.0
50607,47318,481,10.12098895,0.0,0.0
50609,51684,446,12.95005807,0.0,0.0
50611,40680,392,12.89007267,0.0,0.0
50612,52638,335,15.06836992,0.0,0.0
50613,48735,42031,334.0645541,14832.5,10938.452500000001
50616,37859,10344,59.84414142,5710.0,10055.0
50619,54048,2410,27.21933589,672.5,276.2165
50620,47292,54,432.0,0.0,0.0
50621,51390,1530,23.958284399999997,1962.5,544.3420000000001
50622,59870,3206,128.1733499,10062.5,4895.0
50624,60170,1743,33.3812123,0.0,0.0
50625,41509,1004,16.47170771,342.5,45.0
50626,56049,1804,35.86695032,0.0,0.0
50627,47306,3456,32.3777403,4292.5,3582.5
50628,47306,1374,12.30631438,0.0,0.0
50629,52146,2418,30.60410839,0.0,0.0
50630,45994,1728,20.86654108,0.0,0.0
50632,53315,1107,26.13376142,0.0,0.0
50633,51154,373,9.392863438,0.0,0.0
50634,52547,713,1832.904884,0.0,0.0
50635,52651,1602,19.0684775,0.0,0.0
50636,42562,1982,16.44294745,690.0,430.0
50638,54191,3313,34.90454718,5645.0,2975.0
50641,49867,2017,42.53748656,0.0,0.0
50642,53309,581,18.04964429,0.0,0.0
50643,67408,2747,43.72950428,370.0,422.5
50644,49274,8648,60.65069046,5817.5,4180.0
50645,42978,1204,14.58722043,0.0,0.0
50647,58723,1894,63.33600856,0.0,0.0
50648,55646,4054,47.07385044,885.0,330.0
50650,47903,737,17.89008642,0.0,0.0
50651,51616,3578,31.95042237,1017.5,900.0
50652,49441,128,547.008547,0.0,0.0
50653,49982,639,12.35236125,0.0,0.0
50654,54008,499,9.489759048,0.0,0.0
50655,52023,873,24.85692321,0.0,0.0
50658,35317,2518,35.39051849,282.5,190.0
50659,40443,5488,35.21537978,3890.0,1765.0
50660,52218,1333,34.47205772,0.0,0.0
50662,36816,7238,106.62620430000001,5472.5,5287.5
50664,52206,53,1432.432432,0.0,0.0
50665,50744,2841,29.04967382,3065.0,3257.5
50666,52110,1027,19.09028384,0.0,0.0
50667,52547,795,394.54094289999995,0.0,0.0
50668,61000,1249,36.98658533,0.0,0.0
50669,60171,2436,26.31692667,617.5,205.0
50670,51894,2024,35.49693962,0.0,0.0
50671,47081,269,12.11329761,0.0,0.0
50672,47430,594,16.20648259,0.0,0.0
50673,53309,219,1280.701754,0.0,0.0
50674,47913,3555,22.71855828,1445.0,1672.5
50675,50061,2456,22.15706617,1667.5,517.5
50676,56802,2105,36.8509506,0.0,0.0
50677,53895,12131,97.57725905,11245.0,8807.5
50680,53052,1095,20.45085259,0.0,0.0
50681,52206,457,18.77259284,0.0,0.0
50682,52726,1572,18.42799367,0.0,0.0
50701,47511,30324,371.6814159,17442.5,21562.5
50702,40619,19970,2128.54402,29020.0,32665.690500000004
50703,32059,19863,212.0076849,13887.5,13365.0
50707,40521,8509,880.9400559000001,2422.5,3555.0
50801,39234,9590,45.89944241,16495.0,7897.171
50830,46543,1743,14.75530573,0.0,0.0
50833,39956,2305,11.2019906,1860.0,610.0
50835,43875,92,5.4322153989999995,0.0,0.0
50836,39792,457,5.120562926,0.0,0.0
50837,47155,376,7.458245725,0.0,0.0
50839,46188,34,48.15864023,0.0,0.0
50840,36628,560,11.19932804,0.0,0.0
50841,36942,2824,12.06801506,910.0,1477.5
50842,57596,105,402.2988506,0.0,0.0
50843,46792,596,7.882346717000001,0.0,0.0
50845,44687,811,7.388377199,0.0,0.0
50846,44845,1123,12.18400781,1872.5,2407.5
50847,53750,87,269.3498452,0.0,0.0
50848,45644,378,8.351930003,0.0,0.0
50849,44927,2740,23.38342849,4045.0,1427.5
50851,38330,2087,16.18946405,677.5,492.5
50853,47262,702,9.286205619,20.0,65.0
50854,42051,2303,17.10398301,2172.5,1690.0
50857,36316,272,5.376131557000001,0.0,0.0
50858,47269,796,9.970439401,0.0,0.0
50859,46212,584,7.332354012000001,0.0,0.0
50860,42250,474,10.72179873,0.0,0.0
50861,54992,274,6.28699922,0.0,0.0
50862,36097,148,6.844563658999999,0.0,0.0
50863,43875,293,9.762111015,0.0,0.0
50864,43075,2057,14.13638831,1352.5,482.5
51001,102714,2190,15.7319675,842.5,837.5
51002,55398,2741,23.898789800000003,0.0,0.0
51003,52112,1700,30.50859625,0.0,0.0
51004,45079,1033,12.61910579,1102.5,1435.0
51005,46323,1491,15.81711134,0.0,0.0
51006,41825,1075,13.11535411,0.0,0.0
51007,56894,730,21.65272587,0.0,0.0
51008,54563,151,621.399177,0.0,0.0
51009,43495,164,694.9152542,0.0,0.0
51010,41770,456,6.73380785,0.0,0.0
51011,43646,79,160.56910569999997,0.0,0.0
51012,38630,6642,44.48790682,3455.0,4897.5
51014,46861,528,9.794828034,0.0,0.0
51016,43665,1378,13.60289037,0.0,0.0
51018,44257,404,11.01748071,0.0,0.0
51019,43111,773,8.465110167,0.0,0.0
51020,49317,658,12.12456237,0.0,0.0
51022,49571,789,10.01307156,0.0,0.0
51023,91592,3111,29.78943437,1375.0,675.0
51024,71635,2070,23.04506591,0.0,0.0
51025,49479,1989,18.50628507,592.5,155.0
51026,49883,862,7.946091942000001,0.0,0.0
51027,48198,1260,13.60808709,0.0,0.0
51028,55828,2065,16.26240353,762.5,425.0
51029,56842,251,11.0875519,0.0,0.0
51030,60142,1737,29.24390121,0.0,0.0
51031,51983,12336,52.80415037,5782.5,4452.5
51033,42806,428,6.786003076,0.0,0.0
51034,41185,1820,16.239995,1697.5,1240.0
51035,54120,1685,15.64327757,685.0,320.0
51036,51038,726,16.46295834,0.0,0.0
51037,48905,322,13.52372953,0.0,0.0
51038,71820,1535,17.00699115,0.0,0.0
51039,57049,2475,28.79648159,612.5,1145.0
51040,37691,3712,24.38495648,7372.5,4590.0
51041,51838,6976,97.95551561,2420.0,2312.5
51044,49665,253,7.30707024,0.0,0.0
51046,43827,1660,17.85810338,422.5,557.5
51047,45863,646,8.38710515,0.0,0.0
51048,43396,554,16.63763589,0.0,0.0
51049,45246,506,11.59274194,0.0,0.0
51050,56803,2631,19.28928056,830.0,1605.0
51051,40915,90,26.714158500000003,0.0,0.0
51052,50991,1027,17.05668399,0.0,0.0
51053,50038,1161,15.38808186,0.0,0.0
51054,74851,5110,127.2822378,760.0,585.0
51055,49918,1319,19.77007359,0.0,0.0
51056,50675,478,13.97129746,0.0,0.0
51058,43927,1007,12.15434937,0.0,0.0
51060,44055,615,10.20086583,0.0,0.0
51061,45445,510,10.87420043,0.0,0.0
51062,72053,526,9.429227017999999,0.0,0.0
51063,43219,1100,17.81491919,175.0,72.5
51101,24052,809,686.7572156,9735.0,6835.0
51103,39566,17453,1653.999242,3530.0,1867.5
51104,52020,22104,2861.359223,13262.5,11722.3355
51105,29840,10216,1679.7106219999998,7780.0,15122.5
51106,50974,26544,851.9433835000001,14457.5,7682.3355
51108,53901,5566,124.1053312,6227.5,1039.342
51109,41242,3098,170.75456100000002,10.0,0.0
51111,23816,94,14.06764442,0.0,0.0
51201,43875,6193,54.23749595,2897.5,3052.5
51230,50307,462,18.44385005,0.0,0.0
51231,45345,282,10.00106394,0.0,0.0
51232,41293,875,14.46878876,0.0,0.0
51234,55321,1268,25.40471229,0.0,0.0
51235,50571,1079,19.27680709,0.0,0.0
51237,47726,1703,17.6608454,0.0,0.0
51238,54343,1184,25.80251487,0.0,0.0
51239,59762,3123,47.1673891,787.5,915.0
51240,49773,1746,17.20315687,40.0,0.0
51241,50307,1737,19.32834824,0.0,0.0
51242,50307,212,464.9122807,0.0,0.0
51243,47626,807,15.01507089,0.0,0.0
51244,55321,79,262.45847180000004,0.0,0.0
51245,45196,1359,17.30372559,0.0,0.0
51246,50206,3844,23.45461313,4235.0,5207.5
51247,47909,4870,43.59190104,2200.0,1157.5
51248,45179,1857,22.42266174,0.0,0.0
51249,45775,3593,28.66374152,3905.0,1150.0
51250,56305,8249,114.7591158,4600.0,1745.0
51301,42608,12691,81.21772186,12372.5,11067.5
51331,53924,1140,682.2262118,0.0,0.0
51333,56190,522,8.070001855,0.0,0.0
51334,41503,7661,40.8800333,4532.5,2357.5
51338,46618,1000,13.73362265,0.0,0.0
51341,56190,49,142.0289855,0.0,0.0
51342,39328,1249,15.11283199,0.0,0.0
51343,55716,238,9.512770295,0.0,0.0
51345,40679,403,7.158590308,0.0,0.0
51346,44536,2451,16.82489343,372.5,1717.5
51347,62526,1431,16.92109402,0.0,0.0
51350,40292,411,9.495425561000001,0.0,0.0
51351,47459,4365,41.34227425,2325.0,2040.0
51354,40333,1096,12.534739300000002,0.0,0.0
51355,52917,874,355.57363710000004,0.0,0.0
51357,45921,728,17.36351277,0.0,0.0
51358,45960,1310,17.94029033,0.0,0.0
51360,91336,7938,71.18580229999999,8715.0,5262.0065
51363,58386,130,320.98765430000003,0.0,0.0
51364,44452,690,10.69883553,0.0,0.0
51365,53472,453,22.32186853,0.0,0.0
51366,55825,379,6.0024389860000005,0.0,0.0
51401,47332,12373,70.6649,9850.0,11937.335500000001
51430,59925,761,18.68447544,0.0,0.0
51431,42009,394,10.01092563,0.0,0.0
51433,40712,676,11.97286623,0.0,0.0
51436,56803,904,14.934743099999999,0.0,0.0
51439,44759,1047,12.15731355,0.0,0.0
51440,43438,400,15.69304406,0.0,0.0
51441,44159,353,22.7609775,0.0,0.0
51442,43451,9838,56.83945368,8102.5,7537.5
51443,53651,1798,16.89897272,0.0,0.0
51444,60000,246,1509.202454,0.0,0.0
51445,42708,2867,22.67586251,6335.0,2917.5
51446,48427,511,14.66073734,0.0,0.0
51447,47567,228,6.5417611110000005,0.0,0.0
51448,43842,611,10.98861572,0.0,0.0
51449,36327,2128,23.80686013,2272.5,2235.0
51450,42532,1583,26.7529702,1682.5,787.5
51451,53651,116,315.21739130000003,0.0,0.0
51453,44100,695,8.060774762000001,0.0,0.0
51454,49651,1346,13.44950938,0.0,0.0
51455,45821,2306,20.81227437,1240.0,940.0
51458,46332,1467,15.49004287,0.0,0.0
51459,53651,75,143.129771,0.0,0.0
51461,43537,1165,23.19238732,0.0,0.0
51462,41589,1013,9.390324165,0.0,0.0
51463,43698,552,18.43872131,0.0,0.0
51465,44342,733,13.45645469,0.0,0.0
51466,46190,1092,21.19647502,0.0,0.0
51467,46821,615,9.432804687,0.0,0.0
51501,41008,35406,1465.662127,38710.0,61277.3355
51503,57286,36376,306.362909,53805.0,45134.1775
51510,46366,3785,2025.1471379999998,0.0,0.0
51520,45611,233,12.42070473,0.0,0.0
51521,53375,2036,23.75064159,577.5,1010.0
51523,43522,357,6.944714625,0.0,0.0
51525,63420,1184,19.56313407,0.0,0.0
51526,69860,1753,41.88969604,0.0,0.0
51527,48267,530,13.57929798,0.0,0.0
51528,45706,931,12.73772062,0.0,0.0
51529,49098,1671,12.99266781,1035.0,585.0
51530,46810,854,15.77217154,0.0,0.0
51531,48211,914,32.01064687,370.0,427.5
51532,54287,622,10.91055798,0.0,0.0
51533,49805,895,10.85164169,0.0,0.0
51534,62703,9236,92.01402726,8432.5,15249.8355
51535,46607,1923,14.77435117,357.5,35.0
51536,48765,448,9.342676009,0.0,0.0
51537,41561,6703,41.18055428,5910.0,7225.0
51540,49211,449,8.263702286000001,0.0,0.0
51541,50524,363,8.84244373,0.0,0.0
51542,70325,1011,28.38133738,0.0,0.0
51543,47085,445,20.07850923,0.0,0.0
51544,44667,721,12.87568977,0.0,0.0
51545,49638,378,8.594229589,0.0,0.0
51546,50768,2915,25.77068949,2172.5,1454.8355000000001
51548,69270,433,17.41613708,0.0,0.0
51549,64158,465,14.23411289,0.0,0.0
51550,48000,181,322.06405689999997,0.0,0.0
51551,53834,1828,22.56260877,0.0,0.0
51552,43180,301,8.542884714,0.0,0.0
51553,67897,1013,22.14449667,312.5,845.0
51554,80156,187,70.80651268,0.0,0.0
51555,53065,5245,33.64228216,8645.0,10802.5
51556,48324,437,9.894713008,0.0,0.0
51557,92029,833,11.97303552,0.0,0.0
51558,44604,560,6.805201117999999,0.0,0.0
51559,68004,1788,21.03479918,0.0,0.0
51560,51092,2099,21.55982621,1552.5,1520.0
51561,71729,1455,24.29210632,0.0,0.0
51562,46810,449,13.23819913,0.0,0.0
51563,67425,779,14.20288798,0.0,0.0
51564,50052,501,12.54287359,0.0,0.0
51565,46846,501,10.29064394,0.0,0.0
51566,37059,7035,39.92146225,7070.0,12062.5
51570,50169,1039,16.15762628,0.0,0.0
51571,75294,649,13.85804578,0.0,0.0
51572,43913,398,9.027399746,0.0,0.0
51573,41766,1093,18.13686446,0.0,0.0
51575,69251,1616,33.07476616,0.0,0.0
51576,69415,2110,42.07126194,0.0,0.0
51577,52445,1184,14.82019251,0.0,0.0
51578,46810,79,2135.135135,0.0,0.0
51579,48145,2340,20.17310942,2470.0,1987.5
51601,36242,6025,56.52871471,10357.5,8034.8355
51630,46481,173,6.815853755,0.0,0.0
51631,46481,306,8.286843958,0.0,0.0
51632,38498,7297,34.97948305,8380.0,5202.5
51636,46481,405,7.26235946,0.0,0.0
51637,46481,214,132.4257426,0.0,0.0
51638,51245,1299,15.27121394,0.0,0.0
51639,47742,795,11.02971781,0.0,0.0
51640,89698,1737,14.49589825,1130.0,362.5
51645,48163,262,6.339220905,0.0,0.0
51646,45644,763,12.18207654,0.0,0.0
51647,46481,141,7.34949179,0.0,0.0
51648,45952,255,5.189466401000001,0.0,0.0
51649,47752,328,8.037442721,0.0,0.0
51650,47742,370,12.70735309,0.0,0.0
51652,47972,1783,23.21282108,1072.5,1407.5
51653,49915,1379,39.99072006,1562.5,2027.5
51654,46084,526,10.13760937,0.0,0.0
51656,46481,71,420.1183432,0.0,0.0
52001,40809,43173,1650.280953,17140.0,26602.5
52002,63813,14559,504.5747557,14632.5,15462.5
52003,60065,13436,238.3283667,12427.5,6447.5
52030,54255,434,1625.468165,0.0,0.0
52031,56592,5120,30.50615188,1062.5,950.0
52032,53355,1456,13.84807069,0.0,0.0
52033,55014,3202,32.82654829,497.5,305.0
52035,41296,1010,18.81695389,0.0,0.0
52037,49782,1223,17.92309045,0.0,0.0
52038,57026,491,16.70068027,0.0,0.0
52039,62149,1158,32.94171194,0.0,0.0
52040,44169,5526,90.77170735,2157.5,1537.5
52041,43292,1608,26.86671902,0.0,0.0
52042,46155,1999,32.06969021,0.0,0.0
52043,46070,2321,23.26980339,2077.5,325.0
52044,39546,153,12.62688784,0.0,0.0
52045,60227,2589,54.10884467,0.0,0.0
52046,58591,2127,46.21702664,0.0,0.0
52047,50310,567,16.6300044,0.0,0.0
52048,39855,333,10.05343719,0.0,0.0
52049,47023,1270,18.35923383,0.0,0.0
52050,43439,515,15.88427611,0.0,0.0
52052,37244,3136,35.27201971,1662.5,280.0
52053,49215,1163,19.64029384,0.0,0.0
52054,55771,940,17.61355119,0.0,0.0
52057,46013,8222,58.8648014,3897.5,4654.8355
52060,36129,8658,54.90693471,9327.5,8610.0
52064,49304,847,20.57123427,0.0,0.0
52065,48166,1130,22.27917981,0.0,0.0
52066,39522,80,304.18250950000004,0.0,0.0
52068,71715,3924,84.40343292,0.0,0.0
52069,49206,1609,31.41903107,732.5,2679.013
52070,49832,1128,22.66698818,0.0,0.0
52072,49334,381,11.32849667,0.0,0.0
52073,51953,1414,28.74684882,0.0,0.0
52074,49043,310,10.0489481,0.0,0.0
52076,41004,2295,23.5032669,540.0,520.0
52077,40382,398,12.31473746,0.0,0.0
52078,49192,914,22.28127057,0.0,0.0
52079,52612,782,13.17096997,0.0,0.0
52101,48684,13864,44.64208089,6035.0,8370.0
52132,50246,1938,31.92225334,0.0,0.0
52133,56109,558,12.21888891,0.0,0.0
52134,47134,285,9.517130836,0.0,0.0
52135,38654,864,33.13645777,0.0,0.0
52136,44140,5967,27.98688598,4255.0,10657.5
52140,49410,532,6.83725533,0.0,0.0
52141,40752,1435,17.13801175,0.0,0.0
52142,42849,1871,25.68009004,5790.0,4542.5
52144,49832,1261,16.8245497,0.0,0.0
52146,47032,1039,13.30652391,0.0,0.0
52147,50323,1050,14.47337588,0.0,0.0
52151,44142,2138,17.75378867,5.0,0.0
52154,45387,995,13.57064921,0.0,0.0
52155,49230,1323,12.47701231,0.0,0.0
52156,49645,659,15.48875361,0.0,0.0
52157,50354,1828,32.27458112,780.0,512.5
52158,50354,314,289.40092169999997,0.0,0.0
52159,49634,2330,30.613585600000004,1105.0,585.0
52160,49259,867,21.75440357,0.0,0.0
52161,57906,1505,27.78187994,0.0,0.0
52162,51432,3285,32.85985796,0.0,0.0
52163,49824,276,155.3179516,0.0,0.0
52164,50072,212,8.418377477,0.0,0.0
52165,46467,1004,15.11570136,0.0,0.0
52166,50323,104,544.5026177999999,0.0,0.0
52168,49394,188,1167.701863,0.0,0.0
52169,42708,432,14.51661682,0.0,0.0
52170,46601,599,12.90948276,0.0,0.0
52171,49100,1048,13.18703443,0.0,0.0
52172,44016,6303,39.82309272,3440.0,3252.5
52175,42177,3492,40.24896266,2745.0,3160.0
52201,55871,1267,19.11500686,0.0,0.0
52202,51652,1152,45.71247173,0.0,0.0
52203,60917,1932,42.31089308,2497.5,1077.5
52205,47684,8682,72.84290365,6247.5,2945.0
52206,75453,2303,81.43564356,565.0,130.0
52207,46504,383,9.708737864,0.0,0.0
52208,38801,3153,54.33677426,2782.5,867.5
52209,57375,1074,29.21812939,0.0,0.0
52210,60411,697,19.96734179,0.0,0.0
52211,46509,2624,28.75301337,1165.0,687.5
52212,46515,285,12.14471385,0.0,0.0
52213,65178,4340,58.20112916,1230.0,572.5
52214,52409,3090,32.74762076,1112.5,285.0
52215,49698,843,9.768476674,0.0,0.0
52216,49062,1428,25.1727542,0.0,0.0
52217,52798,590,10.029067300000001,0.0,0.0
52218,53446,1788,24.84368487,0.0,0.0
52219,53095,178,386.1171367,0.0,0.0
52220,57702,237,514.0997831,0.0,0.0
52221,49209,221,10.66036371,0.0,0.0
52222,49196,709,8.789655728,0.0,0.0
52223,49750,1351,27.81151574,0.0,0.0
52224,53366,2016,20.36610498,0.0,0.0
52225,51318,447,12.68372964,0.0,0.0
52227,77561,2461,85.3210373,0.0,0.0
52228,69014,2772,74.10972089,10.0,0.0
52229,56816,721,14.66371087,0.0,0.0
52231,49107,328,10.03671971,0.0,0.0
52232,46435,178,9.706090845,0.0,0.0
52233,54324,6981,1991.1580149999998,472.5,1197.5
52235,54440,698,344.691358,0.0,0.0
52236,57702,592,20.683390399999997,0.0,0.0
52237,49833,1522,18.74014972,0.0,0.0
52240,42795,32230,201.39344519999997,11057.5,12355.0
52241,55324,18911,1591.8350169999999,8800.0,11432.5
52242,40605,1592,2198.895028,507.5,100.0
52245,50806,22573,2725.549384,7792.5,12137.5
52246,43966,21114,2319.964839,1590.0,3175.0
52247,53287,5645,70.87167769,522.5,415.0
52248,48386,1815,15.96179722,0.0,0.0
52249,57270,965,19.05570585,0.0,0.0
52251,50471,590,14.37376666,0.0,0.0
52253,66783,3192,69.11334849,0.0,0.0
52254,49192,895,15.79486093,5.0,0.0
52255,49167,1208,27.83346006,0.0,0.0
52257,57332,210,13.37494427,0.0,0.0
52301,51799,3873,31.7308165,2360.0,2397.0065000000004
52302,63425,36980,498.5776112,15045.0,16767.5
52305,55406,629,22.16661968,0.0,0.0
52306,58396,1754,23.47304748,0.0,0.0
52307,57702,90,476.19047620000003,0.0,0.0
52308,49028,132,1466.666667,0.0,0.0
52309,46924,397,13.86463645,0.0,0.0
52310,46992,6431,43.26706361,3680.0,2642.5
52312,54942,115,1223.4042550000001,0.0,0.0
52313,56816,397,12.32498215,0.0,0.0
52314,67028,5865,98.56314595,1352.5,4026.842
52315,75191,1222,42.19758970000001,0.0,0.0
52316,50658,1659,23.85162821,712.5,120.0
52317,66381,14775,425.8415956,3162.5,4937.5
52318,73596,1033,28.13870502,0.0,0.0
52320,53332,1203,20.36808154,0.0,0.0
52321,48300,404,13.44202296,0.0,0.0
52322,60184,2436,27.35296099,0.0,0.0
52323,44268,867,17.00833742,0.0,0.0
52324,84834,1890,47.11454568,0.0,0.0
52325,63328,873,20.73092541,0.0,0.0
52326,60411,547,269.32545539999995,0.0,0.0
52327,53201,3012,36.02396814,325.0,140.0
52328,84826,2826,916.0453809,0.0,0.0
52329,60411,803,15.7865765,0.0,0.0
52330,49842,900,18.92625071,0.0,0.0
52332,62262,2006,47.39739621,0.0,0.0
52333,83251,6168,71.55535447,647.5,515.0
52334,57702,311,18.68428958,0.0,0.0
52335,45308,709,12.69676403,0.0,0.0
52336,58455,2363,48.10276036,0.0,0.0
52337,58136,845,30.94897997,0.0,0.0
52338,99426,3283,97.24526066,0.0,0.0
52339,40159,4504,44.09029504,0.0,0.0
52340,62789,2180,131.5551264,0.0,0.0
52341,87694,1093,83.41601159999999,0.0,0.0
52342,40473,3274,36.49008615,4550.0,2069.8355
52345,68125,1468,449.4794856000001,0.0,0.0
52346,58811,1085,20.83973571,757.5,162.5
52347,48691,1410,21.9138057,257.5,159.8355
52348,50122,51,55.55555556,0.0,0.0
52349,48965,7643,52.14324212,4982.5,4687.5
52351,77042,1455,1763.636364,0.0,0.0
52352,63765,2025,25.78665206,0.0,0.0
52353,48237,9173,60.14372074,7115.0,6207.5
52354,60522,379,12.81574409,0.0,0.0
52355,43164,277,7.536799717,0.0,0.0
52356,48312,2656,29.59958097,640.0,325.0
52358,63628,3733,48.27612963,5.0,0.0
52359,46274,279,18.93194001,0.0,0.0
52361,62271,4527,35.56501791,860.0,545.0
52362,43827,1041,17.12903544,415.0,80.0
52401,21151,2017,1700.674536,3227.5,4160.526
52402,59067,40149,2913.993323,51130.0,51966.24900000002
52403,55584,23673,901.7255171,10250.0,12667.5
52404,45733,37796,689.1672593,32052.5,31854.671000000002
52405,52419,23621,1618.209221,9982.5,8730.0
52411,96372,6896,419.1587649,1730.0,1570.0
52501,39972,30220,133.9325285,31847.5,19455.0
52530,45691,1005,70.84948890000001,0.0,0.0
52531,41983,5976,27.50431481,6325.0,3785.0
52533,55028,1215,13.82645804,0.0,0.0
52534,53664,284,726.342711,0.0,0.0
52535,41274,888,15.38994801,0.0,0.0
52536,54177,967,15.65484863,0.0,0.0
52537,47607,7098,20.50846429,2482.5,739.5065000000001
52540,48749,1420,14.50326323,0.0,0.0
52542,85941,395,8.742226058,0.0,0.0
52543,53418,291,14.12004464,0.0,0.0
52544,31882,7847,57.25020975,17715.0,11410.0
52548,49318,97,427.31277530000006,0.0,0.0
52549,36230,762,17.41435656,0.0,0.0
52550,41574,585,15.06761108,0.0,0.0
52551,39858,688,11.93532718,0.0,0.0
52552,49513,830,14.29014152,0.0,0.0
52553,50619,1745,20.90145771,0.0,0.0
52554,46411,1373,38.39485459,0.0,0.0
52555,36230,344,13.77101681,0.0,0.0
52556,40875,13247,75.0423448,19537.5,12305.0
52557,40766,85,1888.888889,0.0,0.0
52560,44391,430,12.27238998,0.0,0.0
52561,53174,962,27.65559868,0.0,0.0
52563,40536,1583,13.71025714,0.0,0.0
52565,40074,2027,17.451421,1792.5,1550.0
52566,49318,168,161.5384615,0.0,0.0
52567,55858,615,21.78301987,0.0,0.0
52569,41553,610,6.540432741,0.0,0.0
52570,39871,954,13.93942051,0.0,0.0
52571,37021,1407,14.69374967,0.0,0.0
52572,38571,1132,11.64453314,0.0,0.0
52573,85941,137,4.819700967,0.0,0.0
52574,35179,826,21.13072397,0.0,0.0
52576,39090,568,12.56915247,0.0,0.0
52577,41506,15055,94.66350598,19352.5,14687.5
52580,56486,460,12.07127299,0.0,0.0
52581,35252,305,8.038161501,0.0,0.0
52583,34034,342,7.347096607999999,0.0,0.0
52584,44391,438,19.42953467,0.0,0.0
52585,40499,988,17.62932034,30.0,0.0
52586,53315,521,11.02365537,0.0,0.0
52588,41534,134,13.14369789,0.0,0.0
52590,33192,1246,16.63373738,0.0,0.0
52591,42081,3028,23.94149041,2010.0,730.0
52593,37986,142,8.660648939,0.0,0.0
52594,40636,399,8.479258756,0.0,0.0
52595,37668,416,902.3861171,0.0,0.0
52601,40073,29723,268.07908080000004,25812.5,19380.0
52619,47149,594,16.36589062,0.0,0.0
52620,40094,938,17.63588847,0.0,0.0
52621,55508,668,15.80391786,0.0,0.0
52623,49579,1993,34.43688012,0.0,0.0
52624,56705,290,453.125,0.0,0.0
52625,51831,2802,25.45120943,0.0,0.0
52626,86924,1245,13.23384036,0.0,0.0
52627,41928,13105,192.1554252,9060.0,19167.5
52630,47766,445,10.48934565,0.0,0.0
52632,36861,13086,256.8551632,26020.0,19184.8355
52635,52904,675,15.69293004,0.0,0.0
52637,47332,2449,36.87697636,410.0,370.0
52638,53824,514,15.12520966,0.0,0.0
52639,43983,2002,52.37136056,0.0,0.0
52640,50590,1447,19.87118746,0.0,0.0
52641,40778,12357,58.34525546,10232.5,9392.5
52644,45041,412,9.606416713,0.0,0.0
52645,44014,3176,44.61990194,0.0,0.0
52646,48285,376,6.939445952000001,0.0,0.0
52647,45759,229,650.5681818,0.0,0.0
52649,48528,887,19.2537281,0.0,0.0
52650,49257,826,20.51307522,0.0,0.0
52651,41116,646,10.68563394,0.0,0.0
52653,48815,3570,31.67252209,1142.5,675.0
52654,47000,1728,33.02815421,0.0,0.0
52655,45208,4219,257.2247287,9367.5,12872.5
52656,55591,2359,24.77811039,0.0,0.0
52657,56035,95,497.382199,0.0,0.0
52658,55407,1071,23.54053104,0.0,0.0
52659,46163,1553,25.1709942,0.0,0.0
52660,56202,226,10.209613300000001,0.0,0.0
52701,65561,108,170.07874019999997,0.0,0.0
52720,57111,861,21.09983826,0.0,0.0
52721,48444,798,19.01403417,0.0,0.0
52722,73260,34754,1309.347097,16472.5,29295.0
52726,61574,4468,123.7844577,0.0,0.0
52727,65561,409,16.80292511,0.0,0.0
52728,60266,1110,696.7984934,0.0,0.0
52729,53611,874,20.82092575,0.0,0.0
