ZIP_CODE,POPULATION,POPULATION_DENSITY_PER_SQ_MILE
60407,1684,140.8615642
60408,5696,761.1920353
60409,37186,4997.44658
60410,12687,511.448843
60411,58136,1831.97832
60415,14139,6150.065246
60416,9397,420.7297963
60417,15547,399.1425124
60419,22788,5420.551855
60420,6102,60.68743287
60421,3968,97.26920626
60422,9403,2230.313093
60423,30423,834.467058
60424,2440,47.29965495
60425,9117,1904.931049
60426,29594,3840.882544
60428,12203,2348.989413
60429,15630,3997.442455
60430,20094,2954.131138
60431,22577,1656.905915
60432,21403,2553.143266
60433,17160,1321.423071
60435,48899,4565.73296
60436,18315,1215.651135
60437,187,9.734006559
60438,28884,3635.951662
60439,22919,752.6023709
60440,52911,3291.099086
60441,36869,1311.877313
60442,9924,145.2427298
60443,21145,1828.677679
60444,1761,37.32355559
60445,26057,3767.640254
60446,39807,2308.053575
60447,13709,201.2034931
60448,24423,1345.471573
60449,9217,189.6775256
60450,20332,129.2167679
60451,34063,1334.809358
60452,27969,3006.449532
60453,56855,6723.628193
60455,16446,3776.349024
60456,4349,9079.331942
60457,14049,4852.849741
60458,14428,5020.180932
60459,28929,6892.780558
60460,1522,15.82301511
60461,4836,1739.568345
60462,38723,2470.524435
60463,14671,2727.965787
60464,9620,1244.180031
60465,17495,3683.157895
60466,22115,3450.078003
60467,26046,1789.734075
60468,6116,84.63411934
60469,5930,6248.682824
60470,616,16.58946461
60471,14101,2938.320483
60472,5390,3258.766626
60473,22439,2636.780259
60474,760,230.0242131
60475,9870,2048.56787
60476,2391,708.0248741
60477,38161,2991.846335
60478,16833,3239.60739
60479,760,18.62516848
60480,5246,898.7493575
60481,11851,107.7285288
60482,11063,4532.158951
60484,6829,1016.67411
60487,26928,3123.535553
60490,20463,2168.150032
60491,22743,893.7048098
60501,11626,2402.562513
60502,21873,2095.917976
60503,16717,5018.613029
60504,37919,4278.830964
60505,76573,6847.268175
60506,53013,2826.154174
60510,28897,1113.564547
60511,1793,60.11735122
60512,1111,139.8539778
60513,19047,6033.259424
60514,9708,4794.074074
60515,27503,2439.939674
60516,29084,3680.121473
60517,32038,3690.588642
60518,3580,26.72998238
60519,88,1419.354839
60520,2886,64.24612097
60521,17597,3726.598899
60523,9890,1105.027933
60525,31168,2472.669576
60526,13576,4943.918427
60527,27486,1897.811227
60530,649,23.12900927
60531,1902,32.64451462
60532,27066,3029.210968
60534,10649,6271.495878
60536,126,166.2269129
60537,665,1004.531722
60538,26619,2641.822152
60539,341,454.6666667
60540,42910,3251.003864
60541,3148,37.31980273
60542,17099,1820.979766
60543,36156,846.7843927
60544,25959,1114.215813
60545,12940,341.8848583
60546,15668,4046.487603
60548,12218,302.0220497
60549,643,27.04976652
60550,1440,32.38065256
60551,5062,87.75092743
60552,4448,163.9332179
60553,782,15.19508783
60554,11796,330.6980656
60555,13538,1966.589192
60556,2007,38.35715924
60557,155,230.6547619
60558,12960,3676.595745
60559,24852,5100.985222
60560,22415,287.7111465
60561,23115,3705.514588
60563,35922,2367.494892
60564,41312,2568.834722
60565,40524,3251.022864
60585,22311,1394.001874
60586,46251,2633.733842
60601,11110,28782.38342
60602,1204,13839.08046
60603,493,3400
60604,570,6129.032258
60605,24668,19813.65462
60606,2308,9050.980392
60607,23897,10300.43103
60608,82739,13027.71217
60609,64906,8366.331529
60610,37726,32161.97783
60611,28718,34809.69697
60612,33472,8933.013077
60613,48281,22198.16092
60614,66617,21041.37713
60615,40603,18355.78662
60616,48433,11958.76543
60617,84155,6066.974263
60618,92084,18194.82316
60619,63825,10600.3986
60620,72216,10192.80169
60621,35912,9633.04721
60622,52548,21404.48065
60623,92108,17197.16206
60624,38105,10779.34936
60625,78651,20182.44804
60626,50139,29407.03812
60628,72202,6611.904762
60629,113916,16747.42723
60630,54093,11330.7499
60631,28641,7699.193548
60632,91326,12286.55994
60633,12927,1260.432917
60634,74298,10445.3817
60636,40916,10459.1002
60637,49503,10983.5811
60638,55026,4954.619125
60639,90407,18533.62034
60640,65790,27321.42857
60641,71663,17729.58931
60642,18480,10864.19753
60643,49952,6798.965564
60644,48648,13883.56164
60645,45274,20050.48716
60646,27177,5944.225722
60647,87291,21563.98221
60649,46650,15932.37705
60651,64267,18388.26896
60652,40959,8167.298106
60653,29908,12819.54565
60654,14875,24465.46053
60655,28550,6481.271283
60656,27613,8446.925665
60657,65996,29034.75583
60659,38104,18798.22398
60660,42752,33504.70219
60661,7792,26235.69024
60706,23134,7820.824882
60707,42920,11895.78714
60712,12590,4733.082707
60714,29931,4703.913248
60803,22285,2949.702184
60804,84573,11035.09916
60805,19852,5825.117371
60827,27946,3984.31708
60901,37157,388.0748222
60910,538,1073.852295
60911,1372,21.37670998
60912,599,16.85567155
60913,1617,35.25103006
60914,29107,596.4915876
60915,10774,3398.73817
60917,574,15.52652222
60918,898,17.70993571
60919,558,16.00826233
60920,178,90.40121889
60921,1519,21.22456964
60922,2459,46.25571378
60924,1635,22.52221227
60926,67,24.24023155
60927,2404,32.73955439
60928,709,64.23265084
60929,730,18.59114756
60930,918,20.82293699
60931,615,13.34172162
60932,78,105.4054054
60933,302,149.2832427
60934,273,8.435559126
60935,1064,56.24867837
60936,4321,42.6702217
60938,2131,41.8212148
60940,3369,44.53521574
60941,2039,38.89291573
60942,6181,53.50171818
60945,153,289.2249527
60946,426,9.785005513
60948,1533,32.49878103
60949,636,25.1891164
60950,12168,159.300377
60951,961,18.05271166
60952,684,16.6520596
60953,2469,16.61127333
60954,6104,91.8792805
60955,1901,21.8312528
60957,5615,56.27211048
60958,2135,40.88941663
60959,1082,19.51061183
60960,1064,12.8063165
60961,700,18.8781014
60962,524,12.96099335
60963,1807,23.20802456
60964,4968,66.25148359
60966,1526,25.40073572
60968,433,10.00462107
60969,65,256.916996
60970,7190,55.36135023
60973,385,11.08902906
60974,283,205.6686047
61001,1179,30.39443155
61006,1759,25.33049163
61007,534,19.95814023
61008,34311,397.334198
61010,8032,206.6960035
61011,2945,77.17100781
61012,2175,59.95864921
61013,528,1517.241379
61014,1173,18.06032425
61015,946,23.08724832
61016,4837,171.5613251
61018,1080,33.52787781
61019,3550,98.11508485
61020,3108,98.41983597
61021,23745,158.5092322
61024,2620,41.93207644
61025,4867,140.5347655
61027,52,202.3346304
61028,1989,18.60217166
61030,2205,36.95200429
61031,1656,35.70581513
61032,31651,213.8696686
61036,6821,64.14271071
61037,140,833.3333333
61038,1354,31.77508683
61039,802,28.6705037
61041,1327,22.22557197
61042,527,7.921952979
61043,131,69.45917285
61044,232,18.44783715
61046,2831,34.42782439
61047,1711,25.72622842
61048,4360,52.35099179
61049,585,28.67647059
61050,376,39.39647946
61051,1574,29.23694182
61052,1148,41.58817563
61053,2852,25.8193011
61054,3973,100.0428071
61057,168,100.0595593
61059,141,84.68468468
61060,1432,39.57659674
61061,7009,66.85935592
61062,1983,26.85463557
61063,4132,54.08023035
61064,3868,36.61734496
61065,11156,218.3042091
61067,811,27.01082431
61068,14858,126.3682523
61070,1130,32.56108806
61071,14381,202.1648977
61072,11797,224.5849832
61073,20052,733.3504005
61074,4431,59.5852832
61075,958,18.95040848
61077,73,2281.25
61078,1374,23.93352959
61079,188,106.5155807
61080,10599,422.388714
61081,21934,177.5457342
61084,3175,91.3038477
61085,3443,26.6350007
61087,1670,56.11370586
61088,6020,109.1528866
61089,867,20.21497354
61091,63,77.3006135
61101,21593,518.6012441
61102,20538,596.5493203
61103,24578,1422.832002
61104,19269,4272.505543
61107,30439,2052.943954
61108,28550,2679.996245
61109,28333,733.8064282
61111,23492,1650.646431
61112,86,110.1152369
61114,15776,1980.168194
61115,23180,2181.85241
61201,39116,2177.951002
61230,1232,65.55283601
61231,5627,37.56868453
61232,1284,453.5499823
61234,1258,21.79713761
61235,1391,26.74588525
61236,193,129.5302013
61238,3247,31.37107137
61239,1219,727.761194
61240,5870,159.3939229
61241,7124,394.6595756
61242,1145,36.4835585
61243,264,9.690562713
61244,24053,923.4460782
61250,2737,31.9422076
61251,347,19.51740818
61252,5436,92.09032848
61254,11414,66.02725779
61256,1822,1301.428571
61257,1210,29.50212123
61258,204,594.7521866
61259,1276,16.69610729
61260,856,14.61449157
61261,975,54.34479683
61262,1188,27.60736196
61263,530,1754.966887
61264,10548,146.8917112
61265,45099,2386.316736
61270,7306,48.16433624
61272,1504,16.68793343
61273,3316,71.06881845
61274,351,14.35817721
61275,4347,129.4713328
61276,138,59.05006418
61277,3355,26.50058056
61278,412,408.3250743
61279,1061,24.92248426
61281,2597,67.46155445
61282,7809,2341.529235
61283,1640,19.76832488
61284,2292,50.80350216
61285,1631,41.29113924
61301,10588,266.0368351
61310,3970,37.04740575
61311,232,14.89088575
61312,474,13.57427189
61313,282,6.711569127
61314,807,17.26794197
61315,322,223.7665045
61316,282,178.1427669
61317,513,157.0247934
61318,700,20.24291498
61319,1293,26.00824701
61320,710,760.1713062
61321,282,10.06639537
61322,1647,417.3846934
61323,111,630.6818182
61324,109,558.974359
61325,1073,21.24920786
61326,2452,49.71009204
61327,1235,35.96179605
61328,42,86.24229979
61329,1303,730.3811659
61330,1483,19.24025014
61331,55,1964.285714
61332,134,263.2612967
61333,381,21.33856063
61334,741,19.95959596
61335,532,25.49357869
61336,628,15.95447386
61337,478,71.98795181
61338,284,501.7667845
61340,292,571.4285714
61341,8234,90.58903778
61342,9216,87.7354988
61344,374,15.28402125
61345,846,17.23084443
61346,75,421.3483146
61348,4696,123.1576187
61349,977,14.78622777
61350,24246,157.7478351
61353,1333,41.89320846
61354,10870,256.7069715
61356,11281,63.4905448
61358,478,19.201414
61359,312,376.8115942
61360,3393,68.30397584
61361,1409,16.54746386
61362,5911,236.9898164
61363,220,419.8473282
61364,20133,138.781278
61367,864,18.52844674
61368,1489,20.25106423
61369,1711,37.28968704
61370,1460,27.82595437
61372,145,562.0155039
61373,2031,41.84781489
61374,119,42.10898797
61375,1156,24.10945191
61376,2280,23.60810545
61377,1457,26.68107237
61378,512,8.640475226
61379,1359,32.89839986
61401,34788,304.0191563
61410,3912,94.95376101
61411,378,9.985207101
61412,1321,17.59784723
61413,1075,33.78590735
61414,854,16.8591452
61415,1747,15.58861059
61416,235,266.4399093
61417,259,9.013398295
61418,673,12.63920972
61419,128,239.2523364
61420,1067,15.00977675
61421,1392,14.70137825
61422,3416,86.30839587
61423,682,13.89596365
61424,100,136.9863014
61425,483,15.58919407
61426,107,33.71140517
61427,2329,39.72165845
61428,986,29.98327505
61430,828,476.6839378
61431,371,11.05647444
61432,676,18.36257945
61433,74,69.74552309
61434,3312,41.84829991
61435,116,11.86336674
61436,951,15.51032391
61437,818,20.32500124
61438,760,17.71066368
61439,269,399.7028232
61440,766,15.00666092
61441,897,14.62698736
61442,762,29.23572744
61443,14214,145.7382781
61447,924,24.99256174
61448,3823,90.73432382
61449,512,13.60074379
61450,1742,20.79553051
61451,393,17.07878841
61452,293,9.978544427
61453,781,13.65480104
61454,725,23.32764889
61455,22086,129.2781007
61458,822,9.89419709
61459,433,12.34286366
61460,291,8.333333333
61462,11643,74.42755411
61465,1213,29.02608279
61466,342,14.61226234
61467,1048,21.21028132
61468,104,53.38809035
61469,2184,47.9409957
61470,547,24.68745769
61471,140,433.4365325
61472,648,16.38142427
61473,1667,16.04952535
61474,292,10.28821084
61475,205,6.948210412
61476,407,9.975490196
61477,631,12.56321427
61478,290,7.969660328
61479,165,13.73855121
61480,1324,20.84284432
61482,650,11.75215607
61483,1961,20.67998228
61484,825,21.50902075
61485,560,12.934519
61486,1552,36.00092786
61488,1120,43.33191473
61489,900,19.70659076
61490,1091,27.73117788
61491,2197,22.0303632
61501,1921,24.75005154
61516,720,22.76967838
61517,3259,47.28808149
61519,233,196.2931761
61520,17839,116.0584749
61523,11204,209.8716868
61524,262,1100.840336
61525,9021,288.0084286
61526,1088,34.0830775
61528,2668,145.9358932
61529,2880,44.97119033
61530,6713,107.7666474
61531,3379,60.01349815
61532,534,16.04711963
61533,2427,59.19945362
61534,1737,31.542247
61535,1629,187.6079696
61536,2919,71.09281765
61537,2974,50.37092239
61539,205,262.4839949
61540,2916,55.89526347
61541,136,829.2682927
61542,3794,33.0142708
61543,151,19.33666282
61544,713,21.70868347
61545,646,21.18866439
61546,4276,42.11065372
61547,3779,168.9769272
61548,12085,159.6433289
61550,17721,433.2339136
61552,239,445.0651769
61553,213,797.752809
61554,43810,626.385096
61559,3332,33.94077681
61560,754,22.76501313
61561,2788,50.56862496
61562,46,1703.703704
61563,526,1507.163324
61564,1077,3752.61324
61565,1504,22.83354588
61567,624,16.9110274
61568,4459,66.33047721
61569,1220,30.95425367
61570,1879,28.22423168
61571,23744,417.8957373
61572,1068,29.98820688
61602,1055,692.7117531
61603,17600,4104.477612
61604,31647,2005.513308
61605,16303,3933.172497
61606,8051,6035.232384
61607,10941,341.2983124
61610,5476,1303.499167
61611,25268,616.6988016
61614,27628,2288.601723
61615,22432,709.0207978
61616,6116,2414.528227
61625,385,27500
61701,36105,3197.962799
61704,35981,1949.872649
61705,12263,140.265593
61720,236,8.410548824
61721,613,17.25351122
61722,549,10.83160698
61723,2321,35.74839048
61724,536,14.00721267
61725,1547,32.1414473
61726,2544,27.84588441
61727,10015,81.25496941
61728,1410,21.50012961
61729,1073,57.05019141
61730,379,12.98211961
61731,280,12.58596665
61732,2096,37.61395449
61733,1124,52.27420705
61734,2867,34.61557037
61735,420,13.40268692
61736,1808,49.1464608
61737,516,15.13196481
61738,4212,52.71919394
61739,4897,50.12487717
61740,1634,22.15412983
61741,1746,31.23714107
61742,1144,180.8695652
61743,212,14.02580218
61744,2031,25.96655416
61745,4408,56.11426535
61747,1560,56.12924118
61748,2782,70.49462802
61749,556,17.10243002
61750,133,111.4836547
61751,124,74.60890493
61752,4339,51.94229963
61753,3012,35.40655233
61754,1261,18.67594787
61755,4669,95.1827615
61756,2337,28.33963912
61759,1534,45.15350425
61760,2544,34.81116585
61761,52879,1242.924972
61764,14460,88.60999957
61769,619,16.32857633
61770,1108,17.77863355
61771,860,37.37992785
61772,351,12.59735133
61773,477,10.96728209
61774,962,22.30569468
61775,307,8.860284568
61776,1409,32.0737537
61777,952,23.65981559
61778,683,22.62488406
61801,30937,5782.616822
61802,19052,229.8883861
61810,361,17.49878817
61811,703,24.79980245
61812,375,14.05863388
61813,1971,30.23423479
61814,1157,53.71900826
61815,228,778.1569966
61816,509,17.70989179
61817,2583,92.63044648
61818,1665,40.40379529
61820,36964,5656.312165
61821,30174,3997.615262
61822,21608,198.6211968
61830,478,12.55944717
61831,157,13.51700387
61832,37290,1438.712913
61833,2124,1362.411802
61834,8454,78.78183563
61839,586,17.59601237
61840,709,21.23263057
61841,1386,23.96679924
61842,2984,29.98753869
61843,2363,62.21368016
61844,970,16.71606811
61845,364,12.0837898
61846,5101,116.6396085
61847,1256,40.33915725
61848,227,293.2816537
61849,1842,32.04091217
61850,671,19.48995004
61851,436,12.76421336
61852,261,13.25411335
61853,13206,272.7441707
61854,1438,26.80335508
61855,96,9.418228196
61856,7433,71.26694663
61857,153,640.167364
61858,3124,108.5136684
61859,1297,41.38877365
61862,510,12.65697126
61863,814,25.02767187
61864,1715,75.27212079
61865,1391,18.05461814
61866,14048,175.0485969
61870,1327,32.1043209
61871,284,816.091954
61872,760,23.14391863
61873,6250,92.91331559
61874,7114,1709.274387
61875,761,23.94964595
61876,800,18.39714844
61877,1627,57.73803187
61878,1433,51.58201649
61880,4183,69.03779502
61882,713,18.85146211
61883,4438,208.4644652
61884,1244,48.66789249
61910,4463,43.04964744
61911,4860,77.21516976
61912,1344,26.4963331
61913,1684,40.38756715
61914,1920,32.40725112
61917,591,9.283986302
61919,813,37.09280044
61920,25594,171.0165845
61924,2449,16.89827912
61925,912,21.83176138
61928,757,21.0540954
61929,769,18.96237116
61930,515,16.51117309
61931,1255,39.39726887
61932,456,21.11599907
61933,1141,19.05223083
61936,243,108.2887701
61937,2022,21.47408666
61938,22409,179.7465308
61940,258,9.179861235
61941,57,41.69714704
61942,1202,16.97068956
61943,1637,21.07472063
61944,12908,48.7118236
61949,179,63.00598381
61951,8017,59.44110385
61953,6216,51.53160622
61955,157,630.5220884
61956,2909,86.01673615
61957,1869,22.68671935
62001,1752,34.18269794
62002,32704,778.5369105
62006,648,22.06708667
62009,1810,480.4884523
62010,11186,506.1309443
62011,284,9.919664687
62012,6654,111.7905984
62013,552,22.33190388
62014,4122,69.42315789
62015,487,14.60488829
62016,3816,28.76027826
62017,1185,37.39113972
62018,3604,1134.04657
62019,490,18.0399087
62021,936,46.72057502
62022,1138,60.66744856
62023,91,292.6045016
62024,9775,1566.757493
62025,33748,309.6260413
62027,536,8.393360476
62028,1276,216.197899
62030,114,1036.363636
62031,970,16.87954617
62032,749,15.80102105
62033,4894,99.15714401
62034,13819,988.3421542
62035,16494,357.1134735
62036,704,24.60506081
62037,1993,34.08061013
62040,43735,982.8089888
62044,2009,19.28522746
62045,647,17.05908719
62046,713,897.9848866
62047,1555,43.17645426
62048,1459,191.1186796
62049,8470,99.78676029
62050,473,8.443111635
62051,950,24.95075509
62052,13002,92.20949612
62053,650,14.14180972
62054,872,22.39802733
62056,8930,82.78636852
62058,843,706.0301508
62059,746,2815.09434
62060,4847,1373.476906
62061,1718,71.01814724
62062,7658,1192.64912
62063,1214,25.05675955
62065,97,8.975663922
62067,2401,130.3545252
62069,3313,104.0809274
62070,37,21.70087977
62074,1087,26.21298351
62075,3458,31.27260888
62076,135,350.6493506
62077,347,664.7509579
62078,119,266.8161435
62079,256,26.99283003
62080,2508,20.6462235
62081,298,12.20761132
62082,3109,28.60928859
62083,295,15.08951407
62084,1606,303.9364118
62085,209,263.2241814
62086,1437,27.09480353
62087,2087,689.461513
62088,6960,160.8467565
62089,489,641.7322835
62090,1189,763.1578947
62091,337,10.70418956
62092,2979,47.8377467
62093,435,683.9622642
62094,1152,35.92814371
62095,11237,1612.657865
62097,2828,73.11271975
62098,91,27.90555044
62201,7547,500.2983096
62203,8209,1234.250489
62204,7960,1421.936406
62205,9329,1847.326733
62206,16509,1178.372591
62207,8750,1311.647429
62208,17376,1298.751775
62214,1229,19.21964188
62215,1872,175.1824818
62216,2526,118.6082547
62217,807,29.30070438
62218,1481,32.02577632
62219,1009,1665.016502
62220,20504,700.5364037
62221,27858,811.6896361
62223,17560,692.6475229
62225,5381,760.0282486
62226,29744,2135.094394
62230,6194,124.1830065
62231,7589,39.94378711
62232,7260,551.3784461
62233,10037,153.8143256
62234,33430,912.5153542
62236,12562,230.0016478
62237,2659,27.58584915
62238,696,16.32729661
62239,4954,628.6004314
62240,1966,121.193441
62241,1061,28.94952251
62242,1526,27.6900744
62243,5910,112.3189783
62244,1156,23.15797909
62245,1794,83.72223259
62246,10355,72.51095892
62248,320,1828.571429
62249,15971,187.4376518
62250,504,1326.315789
62253,696,20.65956247
62254,6089,160.761432
62255,1001,39.6168916
62257,3214,43.64712912
62258,9199,125.173493
62260,7290,153.6224554
62261,152,5.280161184
62262,1810,26.9076962
62263,5387,36.98135486
62264,3338,50.97350538
62265,4353,112.1878302
62266,254,223.9858907
62268,738,14.13738937
62269,31348,1160.263528
62271,2077,35.82887701
62272,1674,44.17003087
62273,426,316.9642857
62274,8410,60.24614238
62275,3621,35.58092917
62277,1314,20.57207271
62278,6690,65.34543217
62279,69,518.7969925
62280,444,8.427286186
62281,2155,63.71592455
62282,471,465.4150198
62284,636,22.75817648
62285,4484,274.0328791
62286,6008,55.51500143
62288,2918,76.87038988
62289,350,1699.029126
62292,947,647.3000684
62293,4748,79.84394444
62294,14367,467.1283652
62295,1599,23.51712676
62297,452,18.93510955
62298,16609,115.1723181
62301,33758,2987.962471
62305,18052,130.4825512
62311,860,16.85514376
62312,2162,23.47754322
62313,389,9.193826664
62314,611,8.744936953
62316,660,16.03186941
62319,264,6.506950606
62320,2185,25.09705727
62321,4091,24.41936119
62323,290,6.963453873
62324,1361,15.40150281
62325,403,25.63613232
62326,2478,32.61899747
62330,1769,21.88300202
62334,172,76.85433423
62336,47,796.6101695
62338,1473,40.17564914
62339,874,26.75974404
62340,1715,18.82649981
62341,3610,77.70793869
62343,712,9.386329181
62344,138,3.856903298
62345,357,16.52854299
62346,178,5.255853781
62347,2282,19.00827135
62348,170,94.23503326
62349,636,14.34370771
62351,1856,25.03439532
62352,271,716.9312169
62353,5637,30.10317426
62354,1684,45.89681393
62355,820,10.03291285
62356,571,9.801565504
62357,245,12.22310916
62358,752,17.44496254
62359,166,41.5
62360,1656,46.30354546
62361,539,8.956315116
62362,399,1052.770449
62363,6353,40.19995571
62365,647,23.06102082
62366,1408,19.76945002
62367,1345,11.77624263
62370,520,8.256458297
62373,300,8.348174533
62374,298,12.9627213
62375,369,8.228158587
62376,1198,15.87575039
62378,896,13.35977455
62379,2049,21.46268907
62380,401,9.449746671
62401,19096,183.3315732
62410,985,26.24427155
62411,4430,51.46913595
62413,421,13.40807032
62414,1886,25.53133884
62417,3064,84.72982689
62418,2133,23.12220187
62419,410,17.75045458
62420,4759,38.67564954
62421,778,14.68894553
62422,1156,28.95138871
62423,724,31.27159641
62424,2092,24.25141718
62425,649,15.52148853
62426,1085,22.89995779
62427,1702,19.16666667
62428,3104,32.33737551
62431,1232,22.39104358
62432,571,14.35069994
62433,998,31.01979921
62434,330,12.38645747
62436,562,25.1701899
62438,433,16.3705104
62439,7536,53.46842341
62440,1316,34.08443408
62441,7395,42.67240633
62442,2421,17.17532882
62443,1623,22.09997413
62444,387,13.31040413
62445,907,19.27736451
62446,414,6.908520509
62447,3404,56.91355961
62448,5834,28.59803922
62449,3175,25.96372438
62450,12218,80.25907825
62451,2156,34.57898957
62452,400,19.83930166
62454,11467,93.20112163
62458,2228,39.06715764
62459,243,222.5274725
62460,1231,26.63694984
62461,854,21.33879713
62462,1149,28.53594934
62463,1294,27.781356
62465,858,23.11858378
62466,4848,34.12834737
62467,3741,63.49610469
62468,2564,36.21571231
62469,419,17.932038
62471,10233,74.74689924
62473,1422,64.34098005
62474,848,23.39181287
62475,387,12.79465732
62476,1734,23.05605787
62477,946,14.95250288
62478,398,13.48603958
62479,820,15.51208808
62480,787,13.83006766
62481,386,10.71507884
62501,2661,33.56288785
62510,1669,21.79619448
62512,500,10.74506264
62513,1766,25.37502155
62514,252,225.8064516
62515,961,15.12671179
62517,226,1808
62518,457,17.93845188
62519,94,62.5
62520,1529,69.98352252
62521,35851,535.7612529
62522,16630,655.7829567
62523,1237,2582.463466
62526,34075,552.8694044
62530,1532,54.16489888
62531,1792,29.69345485
62532,105,50.04766444
62533,973,20.09417207
62534,1130,19.09235292
62535,3534,947.4530831
62536,912,131.9444444
62537,92,101.4332966
62538,378,11.12582781
62539,1358,29.17230564
62540,1492,731.0142087
62541,57,138.6861314
62543,540,26.04669111
62544,1776,25.99227257
62545,1246,44.90251901
62546,1630,14.2382949
62547,804,19.19908303
62548,2258,25.44168019
62549,6269,791.140838
62550,2869,32.35227785
62551,837,31.17202339
62553,437,12.22411816
62554,1563,84.78897689
62555,540,15.22198732
62556,422,19.66540845
62557,7607,61.04401557
62558,3590,38.86711561
62560,1508,23.71553934
62561,5315,200.0903512
62563,5686,98.74099158
62565,7538,61.94326661
62567,1154,29.93437265
62568,16355,129.8933374
62570,512,1954.198473
62571,1532,22.42060588
62572,666,15.98847677
62573,1513,34.15349887
62601,434,9.687932497
62610,199,585.2941176
62611,1067,14.44840147
62612,1915,21.2822707
62613,3872,59.21756951
62615,5748,113.0894997
62617,762,13.19366289
62618,7955,92.75020987
62621,1171,22.34349062
62622,49,26.13333333
62624,546,15.51797641
62625,855,37.85195679
62626,8354,48.67929586
62627,992,11.09718991
62628,896,23.78424294
62629,12949,340.9874918
62630,532,13.06354975
62631,262,18.85977541
62633,647,9.390012046
62634,821,14.61218097
62635,738,18.84191176
62638,1337,19.77635121
62639,316,9.291384887
62640,3756,49.21061251
62642,1440,19.28743638
62643,526,15.40083153
62644,5385,52.18073819
62649,488,12.94464044
62650,26992,132.393551
62655,568,10.04225526
62656,20405,141.4567865
62661,1213,29.77490856
62663,292,293.7625755
62664,3042,27.89239148
62665,1629,37.51468116
62666,616,20.43388841
62667,464,12.56260999
62668,1512,23.50271245
62670,2997,35.59805203
62671,572,11.85492228
62672,244,332.8785812
62673,530,16.85428989
62674,1454,19.50421205
62675,6154,56.34034917
62677,2562,27.85418411
62681,5602,32.35195602
62682,907,21.7924075
62684,5111,203.4390797
62685,2097,24.86128895
62688,761,16.21114969
62689,518,843.6482085
62690,4120,81.47283909
62691,2426,22.45298386
62692,2093,23.87361697
62693,1638,41.54091958
62694,3192,20.4906983
62695,296,1986.577181
62701,1152,3023.622047
62702,37281,2417.86108
62703,30333,1973.648253
62704,39831,3300
62707,7648,178.1546274
62711,15347,500.7667961
62712,10302,483.8664224
62801,22415,164.185992
62803,1014,17.55722547
62806,3412,33.34701617
62807,961,21.82305387
62808,1457,19.11571766
62809,142,12.09952284
62810,1089,17.78772337
62811,310,514.9501661
62812,11265,117.9358864
62814,2124,29.99618693
62815,416,19.89288447
62816,1306,37.77732782
62817,557,7.996210055
62818,330,12.69572577
62819,448,400.357462
62820,162,7.626759569
62821,7657,43.54403025
62822,2574,962.2429907
62823,1691,20.89434209
62824,1761,16.61430472
62825,203,646.4968153
62827,1245,19.23047219
62828,1426,17.44940163
62829,72,42.08065459
62830,1392,49.00373161
62831,573,14.26260112
62832,9208,95.11119374
62833,383,8.286814661
62835,1152,15.79401966
62836,801,21.06453479
62837,8867,54.37742236
62838,1497,17.5028353
62839,6718,91.57079767
62841,98,1000
62842,835,18.97770404
62843,100,16.65001665
62844,2083,47.05324268
62846,2631,123.7302483
62848,636,194.2577886
62849,2205,19.5502988
62850,381,13.44057572
62851,329,11.76680973
62852,160,1632.653061
62853,1034,38.49017272
62854,1776,19.55215008
62856,324,348.3870968
62858,2981,19.34320068
62859,5748,27.60979312
62860,524,15.81504844
62861,128,235.7274401
62862,364,13.54620223
62863,10183,68.08638673
62864,24108,166.1211524
62865,2018,37.02480552
62867,521,15.54017777
62868,1872,18.57585139
62869,2682,29.85639541
62870,2080,53.24731843
62871,686,13.43359574
62872,1178,49.83290325
62874,372,262.5264644
62875,1167,17.22305853
62876,247,80.50847458
62877,514,15.67551083
62878,410,11.62922623
62879,85,433.6734694
62880,717,17.25590239
62881,11385,113.3930261
62882,2331,73.84995565
62883,591,14.63052358
62884,2940,93.89671362
62885,839,17.21661331
62886,440,14.82879482
62887,295,13.04732419
62888,2135,27.60288053
62889,851,28.08302808
62890,2882,27.41837278
62891,652,864.7214854
62892,317,14.16126871
62893,977,52.57493408
62894,1006,22.37743571
62895,2022,19.75960129
62896,12626,196.046768
62897,398,31.92940233
62898,2097,38.86788256
62899,1612,15.7015536
62901,27182,907.9734108
62902,4531,73.70835502
62903,2962,149.4299263
62905,677,19.61807065
62906,7276,119.1907609
62907,2164,23.46893403
62908,467,9.200882654
62910,2865,27.62430939
62912,1179,22.01639559
62914,3147,160.2342159
62915,321,2652.892562
62916,995,29.32853858
62917,2305,71.88299133
62918,9793,272.0806824
62919,1003,20.53518416
62920,3265,49.8435234
62921,375,492.7726675
62922,3119,48.15872771
62923,518,17.18133271
62924,2809,66.20783935
62926,2263,28.20324281
62927,367,837.8995434
62928,293,17.26474574
62930,6263,88.38055995
62931,1571,15.24384327
62932,1592,41.37214137
62933,1230,855.9498956
62934,927,12.06575642
62935,1943,34.86077221
62938,3033,18.03092544
62939,3119,71.05431019
62940,445,17.22402849
62941,808,23.81022543
62942,707,21.78803661
62943,715,18.74180865
62946,12930,93.0035173
62947,539,7.883459361
62948,12865,685.2562054
62949,810,524.2718447
62950,193,6.415157055
62951,5352,216.7328096
62952,3372,34.44964345
62953,360,416.6666667
62954,515,10.53298973
62956,869,33.50038551
